name,full_name,description,modality,tasks,num_samples,splits,classes,num_classes,image_size,download_type,download_url,license,citation,tags,size_gb,notes,primary_category,modalities,item_count_unit,reported_quantities,source_landing_page_url,preferred_route_type,preferred_route_url,access_friction,requires_registration,requires_authentication,requires_api_token,requires_clickthrough,requires_manual_approval,requires_data_use_agreement,requires_author_contact,requires_payment,geographic_or_institutional_restriction,availability_status,route_last_checked,route_check_result,route_check_notes,acquisition_support,loader_backend,loader_name,loader_version,loader_live_tested,loader_test_date,loader_test_scope,loader_test_result,tested_command,failure_reason,source_terms,terms_evidence_url,terms_scope,terms_component_notes,dataset_doi,dataset_accession,repository_record_id,associated_publication_doi,software_doi,challenge_identifier,resource_version,canonical_resolver_url,alternate_sources,relationships,item_count_evidence_url,modality_evidence_url,task_evidence_url,citation_evidence_url,author_source_checked,source_check_date,source_check_status,access_check_status,transfer_check_status,record_id,canonical_name,normalized_source_term_category,license_family,resource_role,resource_role_definition,dataset_family_id,current_catalog_record
dryad_optic_neuritis_metacontrast,Dichoptic metacontrast masking functions to infer transmission delay in optic neuritis,The 17-participant optic-neuritis psychophysics archive is a direct human visual-function evaluation resource.,tabular,"[""evaluation""]",,"[""all""]",,,,dryad,https://doi.org/10.5061/dryad.cp4j7,CC0 1.0,Dichoptic metacontrast masking functions to infer transmission delay in optic neuritis. Dryad Dataset. doi:10.5061/dryad.cp4j7.,"[""dryad"", ""tabular"", ""optic"", ""neuritis"", ""metacontrast""]",0.000330125,Scope: core_add. Named file-level object: MetacontrastOpticNeuritis.zip. No explicit single primary resource total is stated. Official Dryad API metadata and current file listing reviewed 2026-08-01.,tabular,"[""tabular""]",unknown,[],https://doi.org/10.5061/dryad.cp4j7,official_repository,https://doi.org/10.5061/dryad.cp4j7,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-01,official_metadata_and_file_listing_checked,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,standard_platform_supported,dryad,dryad_loader,0.4.0,False,,not_run,not_run,,,https://spdx.org/licenses/CC0-1.0.html,https://doi.org/10.5061/dryad.cp4j7,dataset_files,Review the cited source for component-specific terms.,10.5061/dryad.cp4j7,,10.5061/dryad.cp4j7,10.1371/journal.pone.0163375,,,1,https://doi.org/10.5061/dryad.cp4j7,[],[],https://doi.org/10.5061/dryad.cp4j7,https://doi.org/10.5061/dryad.cp4j7,https://doi.org/10.5061/dryad.cp4j7,https://doi.org/10.5061/dryad.cp4j7,True,2026-08-01,checked_against_official_repository,official_api_file_listing_checked,not_run,dryad_optic_neuritis_metacontrast,Dichoptic metacontrast masking functions to infer transmission delay in optic neuritis,cc0,cc0,current_dataset,A current cataloged data product without a more specific structural role.,dryad_optic_neuritis_metacontrast,True
dryad_pediatric_corneal_endothelium,Corneal endothelial morphology of healthy myopic Malaysian children of Chinese ethnicity aged 8-9 years and its association with axial length,The 111-participant raw corneal endothelial dataset is direct pediatric ocular-biometric data.,corneal_topography,"[""measurement""]",111,"[""all""]",,,,dryad,https://doi.org/10.5061/dryad.hhmgqnkjc,CC0 1.0,Corneal endothelial morphology of healthy myopic Malaysian children of Chinese ethnicity aged 8-9 years and its association with axial length. Dryad Dataset. doi:10.5061/dryad.hhmgqnkjc.,"[""dryad"", ""corneal_topography"", ""pediatric"", ""corneal"", ""endothelium""]",0.000118991,Scope: core_add. Named file-level object: F1000_ECD_raw_data_submitted.xlsx plus README. Official Dryad API metadata and current file listing reviewed 2026-08-01.,corneal_topography,"[""corneal_topography"", ""tabular""]",participants,"[{""count"": 111, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.hhmgqnkjc"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""participants""}]",https://doi.org/10.5061/dryad.hhmgqnkjc,official_repository,https://doi.org/10.5061/dryad.hhmgqnkjc,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-01,official_metadata_and_file_listing_checked,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,standard_platform_supported,dryad,dryad_loader,0.4.0,False,,not_run,not_run,,,https://spdx.org/licenses/CC0-1.0.html,https://doi.org/10.5061/dryad.hhmgqnkjc,dataset_files,Review the cited source for component-specific terms.,10.5061/dryad.hhmgqnkjc,,10.5061/dryad.hhmgqnkjc,10.12688/f1000research.110560.2,,,5,https://doi.org/10.5061/dryad.hhmgqnkjc,[],[],https://doi.org/10.5061/dryad.hhmgqnkjc,https://doi.org/10.5061/dryad.hhmgqnkjc,https://doi.org/10.5061/dryad.hhmgqnkjc,https://doi.org/10.5061/dryad.hhmgqnkjc,True,2026-08-01,checked_against_official_repository,official_api_file_listing_checked,not_run,dryad_pediatric_corneal_endothelium,Corneal endothelial morphology of healthy myopic Malaysian children of Chinese ethnicity aged 8-9 years and its association with axial length,cc0,cc0,current_dataset,A current cataloged data product without a more specific structural role.,dryad_pediatric_corneal_endothelium,True
dryad_pediatric_myopia_longitudinal,Axial length elongation and myopia incidence increase in primary school-age children: 3-year follow-up study,The 452-participant longitudinal pediatric biometric workbook is core myopia progression data.,tabular,"[""progression_analysis""]",452,"[""all""]",,,,dryad,https://doi.org/10.5061/dryad.d4mb3pn,CC0 1.0,Axial length elongation and myopia incidence increase in primary school-age children: 3-year follow-up study. Dryad Dataset. doi:10.5061/dryad.d4mb3pn.,"[""dryad"", ""tabular"", ""pediatric"", ""myopia"", ""longitudinal""]",0.00037663,Scope: core_add. Named file-level object: Data3.xlsx. Official Dryad API metadata and current file listing reviewed 2026-08-01.,tabular,"[""tabular""]",participants,"[{""count"": 452, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.d4mb3pn"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""participants""}]",https://doi.org/10.5061/dryad.d4mb3pn,official_repository,https://doi.org/10.5061/dryad.d4mb3pn,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-01,official_metadata_and_file_listing_checked,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,standard_platform_supported,dryad,dryad_loader,0.4.0,False,,not_run,not_run,,,https://spdx.org/licenses/CC0-1.0.html,https://doi.org/10.5061/dryad.d4mb3pn,dataset_files,Review the cited source for component-specific terms.,10.5061/dryad.d4mb3pn,,10.5061/dryad.d4mb3pn,10.1136/bmjopen-2019-029896,,,3,https://doi.org/10.5061/dryad.d4mb3pn,[],[],https://doi.org/10.5061/dryad.d4mb3pn,https://doi.org/10.5061/dryad.d4mb3pn,https://doi.org/10.5061/dryad.d4mb3pn,https://doi.org/10.5061/dryad.d4mb3pn,True,2026-08-01,checked_against_official_repository,official_api_file_listing_checked,not_run,dryad_pediatric_myopia_longitudinal,Axial length elongation and myopia incidence increase in primary school-age children: 3-year follow-up study,cc0,cc0,current_dataset,A current cataloged data product without a more specific structural role.,dryad_pediatric_myopia_longitudinal,True
dryad_pediatric_optical_quality,Intra- and intersession repeatability of an optical quality and intraocular scattering measurement system in children,The 42-eye pediatric optical-quality workbook is directly usable for ocular-biometric measurement and repeatability evaluation.,tabular,"[""measurement""]",42,"[""all""]",,,,dryad,https://doi.org/10.5061/dryad.bm8nv,CC0 1.0,Intra- and intersession repeatability of an optical quality and intraocular scattering measurement system in children. Dryad Dataset. doi:10.5061/dryad.bm8nv.,"[""dryad"", ""tabular"", ""pediatric"", ""optical"", ""quality""]",7.332e-05,Scope: core_add. Named file-level object: Optical quality measurement workbook. Official Dryad API metadata and current file listing reviewed 2026-08-01.,tabular,"[""tabular""]",eyes,"[{""count"": 42, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.bm8nv"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""eyes""}]",https://doi.org/10.5061/dryad.bm8nv,official_repository,https://doi.org/10.5061/dryad.bm8nv,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-01,official_metadata_and_file_listing_checked,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,standard_platform_supported,dryad,dryad_loader,0.4.0,False,,not_run,not_run,,,https://spdx.org/licenses/CC0-1.0.html,https://doi.org/10.5061/dryad.bm8nv,dataset_files,Review the cited source for component-specific terms.,10.5061/dryad.bm8nv,,10.5061/dryad.bm8nv,10.1371/journal.pone.0142189,,,1,https://doi.org/10.5061/dryad.bm8nv,[],[],https://doi.org/10.5061/dryad.bm8nv,https://doi.org/10.5061/dryad.bm8nv,https://doi.org/10.5061/dryad.bm8nv,https://doi.org/10.5061/dryad.bm8nv,True,2026-08-01,checked_against_official_repository,official_api_file_listing_checked,not_run,dryad_pediatric_optical_quality,Intra- and intersession repeatability of an optical quality and intraocular scattering measurement system in children,cc0,cc0,current_dataset,A current cataloged data product without a more specific structural role.,dryad_pediatric_optical_quality,True
dryad_pediatric_secondary_iol,Pediatric Secondary IOL Outcome Dataset,The pediatric secondary-IOL spreadsheet is a defined direct clinical ophthalmic outcome object.,tabular,"[""regression""]",,"[""all""]",,,,dryad,https://doi.org/10.5061/dryad.5t9d1,CC0 1.0,"Rong, Xianfang, Ji, Yinghong, Fang, Yanwen, Jiang, Yongxiang, and Lu, Yi. Data from: Long-term visual outcomes of secondary intraocular lens implantation in children with congenital cataract. Dryad. 2015. doi:10.5061/dryad.5t9d1","[""dryad"", ""pediatric"", ""secondary"", ""iol"", ""tabular""]",4.3197e-05,"Scope screen: core_add. Current Dryad v1 file listing: 1 files, 21814 bytes.",tabular,"[""tabular""]",unknown,[],https://doi.org/10.5061/dryad.5t9d1,official_repository,https://doi.org/10.5061/dryad.5t9d1,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-01,official_metadata_and_file_listing_checked,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,standard_platform_supported,dryad,dryad_loader,0.4.0,False,,not_run,not_run,,,https://spdx.org/licenses/CC0-1.0.html,https://doi.org/10.5061/dryad.5t9d1,dataset_files,Official Dryad deposit license applies to deposited dataset files.,10.5061/dryad.5t9d1,,10.5061/dryad.5t9d1,10.1371/journal.pone.0134864,,,1,https://doi.org/10.5061/dryad.5t9d1,[],[],https://doi.org/10.5061/dryad.5t9d1,https://doi.org/10.5061/dryad.5t9d1,https://doi.org/10.5061/dryad.5t9d1,https://doi.org/10.5061/dryad.5t9d1,True,2026-08-01,checked_against_official_repository,official_route_documented,not_run,dryad_pediatric_secondary_iol,Pediatric Secondary IOL Outcome Dataset,cc0,cc0,current_dataset,A current cataloged data product without a more specific structural role.,dryad_pediatric_secondary_iol,True
dryad_pk31jt2,Data from: Low incidence of choroidal neovascularization following subthreshold diode micropulse laser (SDM) in high-risk AMD,Official Dryad deposit of source-described tabular ophthalmic data for the associated study.,tabular,"[""progression_analysis""]",,"[""all""]",,,,dryad,https://doi.org/10.5061/dryad.pk31jt2,CC0 1.0,"Luttrull Jeffrey K., Sinclair Stephen H., Elmann Solly, Glaser Bert M.. Data from: Low incidence of choroidal neovascularization following subthreshold diode micropulse laser (SDM) in high-risk AMD. Dryad. 2019. doi:10.5061/dryad.pk31jt2","[""dryad"", ""low"", ""incidence"", ""choroidal"", ""neovascularization"", ""tabular"", ""progression_analysis""]",8.4019e-05,"Scope screen: core_add. Current Dryad v1 file listing: 1 files, 84019 bytes.",tabular,"[""tabular""]",unknown,[],https://doi.org/10.5061/dryad.pk31jt2,official_repository,https://doi.org/10.5061/dryad.pk31jt2,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-01,official_metadata_and_file_listing_checked,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,standard_platform_supported,dryad,dryad_loader,0.4.0,False,,not_run,not_run,,,https://spdx.org/licenses/CC0-1.0.html,https://doi.org/10.5061/dryad.pk31jt2,dataset_files,Official Dryad deposit license applies to deposited dataset files.,10.5061/dryad.pk31jt2,,10.5061/dryad.pk31jt2,10.1371/journal.pone.0202097,,,1,https://doi.org/10.5061/dryad.pk31jt2,[],[],https://doi.org/10.5061/dryad.pk31jt2,https://doi.org/10.5061/dryad.pk31jt2,https://doi.org/10.5061/dryad.pk31jt2,https://doi.org/10.5061/dryad.pk31jt2,True,2026-08-01,checked_against_official_repository,official_route_documented,not_run,dryad_pk31jt2,Data from: Low incidence of choroidal neovascularization following subthreshold diode micropulse laser (SDM) in high-risk AMD,cc0,cc0,current_dataset,A current cataloged data product without a more specific structural role.,dryad_pk31jt2,True
dryad_pnvx0k6hv,Time trends and associated factors of axial length in 4 and 5 year-olds children in Shanghai from 2013 to 2019,Official Dryad deposit of source-described tabular ophthalmic data for the associated study.,tabular,"[""measurement"", ""regression""]",,"[""all""]",,,,dryad,https://doi.org/10.5061/dryad.pnvx0k6hv,CC0 1.0,"Li Tao, Wan Ting, Yao Xiaoqian, Qi Huihong, Chen Xuefeng, She Man, Hu Qianqian, Zhou Xiaodong. Time trends and associated factors of axial length in 4 and 5 year-olds children in Shanghai from 2013 to 2019. Dryad. 2020. doi:10.5061/dryad.pnvx0k6hv","[""dryad"", ""time"", ""trends"", ""associated"", ""factors"", ""tabular"", ""measurement"", ""regression""]",0.000224849,"Scope screen: core_add. Current Dryad v3 file listing: 1 files, 224849 bytes.",tabular,"[""tabular""]",unknown,[],https://doi.org/10.5061/dryad.pnvx0k6hv,official_repository,https://doi.org/10.5061/dryad.pnvx0k6hv,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-01,official_metadata_and_file_listing_checked,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,standard_platform_supported,dryad,dryad_loader,0.4.0,False,,not_run,not_run,,,https://spdx.org/licenses/CC0-1.0.html,https://doi.org/10.5061/dryad.pnvx0k6hv,dataset_files,Official Dryad deposit license applies to deposited dataset files.,10.5061/dryad.pnvx0k6hv,,10.5061/dryad.pnvx0k6hv,10.1007/s10792-020-01637-5,,,3,https://doi.org/10.5061/dryad.pnvx0k6hv,[],[],https://doi.org/10.5061/dryad.pnvx0k6hv,https://doi.org/10.5061/dryad.pnvx0k6hv,https://doi.org/10.5061/dryad.pnvx0k6hv,https://doi.org/10.5061/dryad.pnvx0k6hv,True,2026-08-01,checked_against_official_repository,official_route_documented,not_run,dryad_pnvx0k6hv,Time trends and associated factors of axial length in 4 and 5 year-olds children in Shanghai from 2013 to 2019,cc0,cc0,current_dataset,A current cataloged data product without a more specific structural role.,dryad_pnvx0k6hv,True
dryad_preeclampsia_ocular_octa,Plane wave ultrasound and OCT angiography of the eye in preeclampsia,The defined plane-wave ultrasound/OCTA data file and README directly support human ocular vascular measurement.,octa,"[""vessel_analysis""]",,"[""all""]",,,,dryad,https://doi.org/10.5061/dryad.j0zpc86kg,CC0 1.0,Plane wave ultrasound and OCT angiography of the eye in preeclampsia. Dryad Dataset. doi:10.5061/dryad.j0zpc86kg.,"[""dryad"", ""octa"", ""preeclampsia"", ""ocular""]",0.000308996,Scope: core_add. Named file-level object: PE_ran.sav plus README. Official Dryad API metadata and current file listing reviewed 2026-08-01.,octa,"[""octa"", ""ocular_ultrasound"", ""tabular""]",unknown,[],https://doi.org/10.5061/dryad.j0zpc86kg,official_repository,https://doi.org/10.5061/dryad.j0zpc86kg,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-01,official_metadata_and_file_listing_checked,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,standard_platform_supported,dryad,dryad_loader,0.4.0,False,,not_run,not_run,,,https://spdx.org/licenses/CC0-1.0.html,https://doi.org/10.5061/dryad.j0zpc86kg,dataset_files,Review the cited source for component-specific terms.,10.5061/dryad.j0zpc86kg,,10.5061/dryad.j0zpc86kg,10.1167/tvst.9.10.14,,,4,https://doi.org/10.5061/dryad.j0zpc86kg,[],[],https://doi.org/10.5061/dryad.j0zpc86kg,https://doi.org/10.5061/dryad.j0zpc86kg,https://doi.org/10.5061/dryad.j0zpc86kg,https://doi.org/10.5061/dryad.j0zpc86kg,True,2026-08-01,checked_against_official_repository,official_api_file_listing_checked,not_run,dryad_preeclampsia_ocular_octa,Plane wave ultrasound and OCT angiography of the eye in preeclampsia,cc0,cc0,current_dataset,A current cataloged data product without a more specific structural role.,dryad_preeclampsia_ocular_octa,True
dryad_pvd_diagnostic_oct,"Accuracy of biomicroscopy, ultrasonography and spectral-domain OCT in detection of complete posterior vitreous detachment",The 123-eye diagnostic workbook directly evaluates clinical OCT ultrasonography and biomicroscopy for vitreous detachment.,oct,"[""evaluation""]",123,"[""all""]",,,,dryad,https://doi.org/10.5061/dryad.h44j0zpnp,CC0 1.0,"Accuracy of biomicroscopy, ultrasonography and spectral-domain OCT in detection of complete posterior vitreous detachment. Dryad Dataset. doi:10.5061/dryad.h44j0zpnp.","[""dryad"", ""oct"", ""pvd"", ""diagnostic""]",0.000410897,Scope: core_add. Named file-level object: PVD diagnostic workbook plus README. Official Dryad API metadata and current file listing reviewed 2026-08-01.,oct,"[""oct"", ""tabular""]",eyes,"[{""count"": 123, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.h44j0zpnp"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""eyes""}]",https://doi.org/10.5061/dryad.h44j0zpnp,official_repository,https://doi.org/10.5061/dryad.h44j0zpnp,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-01,official_metadata_and_file_listing_checked,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,standard_platform_supported,dryad,dryad_loader,0.4.0,False,,not_run,not_run,,,https://spdx.org/licenses/CC0-1.0.html,https://doi.org/10.5061/dryad.h44j0zpnp,dataset_files,Review the cited source for component-specific terms.,10.5061/dryad.h44j0zpnp,,10.5061/dryad.h44j0zpnp,10.1186/s12886-023-03233-4,,,8,https://doi.org/10.5061/dryad.h44j0zpnp,[],[],https://doi.org/10.5061/dryad.h44j0zpnp,https://doi.org/10.5061/dryad.h44j0zpnp,https://doi.org/10.5061/dryad.h44j0zpnp,https://doi.org/10.5061/dryad.h44j0zpnp,True,2026-08-01,checked_against_official_repository,official_api_file_listing_checked,not_run,dryad_pvd_diagnostic_oct,"Accuracy of biomicroscopy, ultrasonography and spectral-domain OCT in detection of complete posterior vitreous detachment",cc0,cc0,current_dataset,A current cataloged data product without a more specific structural role.,dryad_pvd_diagnostic_oct,True
dryad_pzgmsbcfw,Anti-vegf therapy in diabetic macular oedema patients over four years,Official Dryad deposit of source-described tabular ophthalmic data for the associated study.,tabular,"[""progression_analysis""]",,"[""all""]",,,,dryad,https://doi.org/10.5061/dryad.pzgmsbcfw,CC0 1.0,"Fu Dun Jack, Kern Christoph, Keane Pearse. Anti-vegf therapy in diabetic macular oedema patients over four years. Dryad. 2020. doi:10.5061/dryad.pzgmsbcfw","[""dryad"", ""anti"", ""vegf"", ""therapy"", ""diabetic"", ""tabular"", ""progression_analysis""]",0.008699115,"Scope screen: core_add. Current Dryad v9 file listing: 2 files, 8699115 bytes.",tabular,"[""tabular""]",unknown,[],https://doi.org/10.5061/dryad.pzgmsbcfw,official_repository,https://doi.org/10.5061/dryad.pzgmsbcfw,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-01,official_metadata_and_file_listing_checked,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,standard_platform_supported,dryad,dryad_loader,0.4.0,False,,not_run,not_run,,,https://spdx.org/licenses/CC0-1.0.html,https://doi.org/10.5061/dryad.pzgmsbcfw,dataset_files,Official Dryad deposit license applies to deposited dataset files.,10.5061/dryad.pzgmsbcfw,,10.5061/dryad.pzgmsbcfw,10.1038/s41433-020-1048-0,,,9,https://doi.org/10.5061/dryad.pzgmsbcfw,[],[],https://doi.org/10.5061/dryad.pzgmsbcfw,https://doi.org/10.5061/dryad.pzgmsbcfw,https://doi.org/10.5061/dryad.pzgmsbcfw,https://doi.org/10.5061/dryad.pzgmsbcfw,True,2026-08-01,checked_against_official_repository,official_route_documented,not_run,dryad_pzgmsbcfw,Anti-vegf therapy in diabetic macular oedema patients over four years,cc0,cc0,current_dataset,A current cataloged data product without a more specific structural role.,dryad_pzgmsbcfw,True
dryad_qfttdz0dr,Association of APOE gene polymorphisms with primary open angle glaucoma in Brazilian patients,Official Dryad deposit of source-described tabular ophthalmic data for the associated study.,tabular,"[""regression""]",803,"[""all""]",,,,dryad,https://doi.org/10.5061/dryad.qfttdz0dr,CC0 1.0,"Occhiutto Marcelo, Costa Vital, Melo Monica, Bajano Flavia, Rodrigues Thiago, Vasconcellos Jose Paulo, Costa Fernando. Association of APOE gene polymorphisms with primary open angle glaucoma in Brazilian patients. Dryad. 2020. doi:10.5061/dryad.qfttdz0dr","[""dryad"", ""association"", ""apoe"", ""gene"", ""polymorphisms"", ""tabular"", ""regression""]",0.000175479,"Scope screen: core_add. Current Dryad v3 file listing: 1 files, 175479 bytes.",tabular,"[""tabular""]",participants,"[{""count"": 803, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.qfttdz0dr"", ""exactness"": ""exact"", ""notes"": ""Source-stated scientific quantity; current Dryad file count is separate repository metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described POAG cases and controls"", ""unit"": ""participants""}]",https://doi.org/10.5061/dryad.qfttdz0dr,official_repository,https://doi.org/10.5061/dryad.qfttdz0dr,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-01,official_metadata_and_file_listing_checked,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,standard_platform_supported,dryad,dryad_loader,0.4.0,False,,not_run,not_run,,,https://spdx.org/licenses/CC0-1.0.html,https://doi.org/10.5061/dryad.qfttdz0dr,dataset_files,Official Dryad deposit license applies to deposited dataset files.,10.5061/dryad.qfttdz0dr,,10.5061/dryad.qfttdz0dr,10.1080/13816810.2020.1849314,,,3,https://doi.org/10.5061/dryad.qfttdz0dr,[],[],https://doi.org/10.5061/dryad.qfttdz0dr,https://doi.org/10.5061/dryad.qfttdz0dr,https://doi.org/10.5061/dryad.qfttdz0dr,https://doi.org/10.5061/dryad.qfttdz0dr,True,2026-08-01,checked_against_official_repository,official_route_documented,not_run,dryad_qfttdz0dr,Association of APOE gene polymorphisms with primary open angle glaucoma in Brazilian patients,cc0,cc0,current_dataset,A current cataloged data product without a more specific structural role.,dryad_qfttdz0dr,True
dryad_r7s04,"Data from: Prevalence of depression, anxiety, adjustment disorders, and somatoform disorders in patients with age-related macular degeneration in Germany",Official Dryad deposit of source-described tabular ophthalmic data for the associated study.,tabular,"[""demographic_analysis""]",15160,"[""all""]",,,,dryad,https://doi.org/10.5061/dryad.r7s04,CC0 1.0,"Jacob Louis, Spiess Alexandra, Kostev Karel. Data from: Prevalence of depression, anxiety, adjustment disorders, and somatoform disorders in patients with age-related macular degeneration in Germany. Dryad. 2017. doi:10.5061/dryad.r7s04","[""dryad"", ""prevalence"", ""depression"", ""anxiety"", ""adjustment"", ""tabular"", ""demographic_analysis""]",0.001273396,"Scope screen: core_add. Current Dryad v1 file listing: 1 files, 1273396 bytes.",tabular,"[""tabular""]",participants,"[{""count"": 15160, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.r7s04"", ""exactness"": ""exact"", ""notes"": ""Source-stated scientific quantity; current Dryad file count is separate repository metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described AMD and matched control participants"", ""unit"": ""participants""}]",https://doi.org/10.5061/dryad.r7s04,official_repository,https://doi.org/10.5061/dryad.r7s04,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-01,official_metadata_and_file_listing_checked,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,standard_platform_supported,dryad,dryad_loader,0.4.0,False,,not_run,not_run,,,https://spdx.org/licenses/CC0-1.0.html,https://doi.org/10.5061/dryad.r7s04,dataset_files,Official Dryad deposit license applies to deposited dataset files.,10.5061/dryad.r7s04,,10.5061/dryad.r7s04,10.3205/000245,,,1,https://doi.org/10.5061/dryad.r7s04,[],[],https://doi.org/10.5061/dryad.r7s04,https://doi.org/10.5061/dryad.r7s04,https://doi.org/10.5061/dryad.r7s04,https://doi.org/10.5061/dryad.r7s04,True,2026-08-01,checked_against_official_repository,official_route_documented,not_run,dryad_r7s04,"Data from: Prevalence of depression, anxiety, adjustment disorders, and somatoform disorders in patients with age-related macular degeneration in Germany",cc0,cc0,current_dataset,A current cataloged data product without a more specific structural role.,dryad_r7s04,True
dryad_rao_multiomics,Data and code from: Fatty acid metabolism reprograms immune microenvironment in retinal artery occlusion: Multi-Omics analysis highlights immunometabolic crosstalk,The 132-participant retinal-artery-occlusion multi-omics release is directly translational and contains data beyond its analysis code.,omics,"[""classification""]",,"[""all""]",,,,dryad,https://doi.org/10.5061/dryad.98sf7m0wt,CC0 1.0,Data and code from: Fatty acid metabolism reprograms immune microenvironment in retinal artery occlusion: Multi-Omics analysis highlights immunometabolic crosstalk. Dryad Dataset. doi:10.5061/dryad.98sf7m0wt.,"[""dryad"", ""omics"", ""rao"", ""multiomics""]",0.019138637,Scope: core_add. Named file-level object: Three omics data archives plus README. No explicit single primary resource total is stated. Official Dryad API metadata and current file listing reviewed 2026-08-01.,omics,"[""omics"", ""tabular""]",unknown,[],https://doi.org/10.5061/dryad.98sf7m0wt,official_repository,https://doi.org/10.5061/dryad.98sf7m0wt,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-01,official_metadata_and_file_listing_checked,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,standard_platform_supported,dryad,dryad_loader,0.4.0,False,,not_run,not_run,,,https://spdx.org/licenses/CC0-1.0.html,https://doi.org/10.5061/dryad.98sf7m0wt,dataset_files,Review the cited source for component-specific terms.,10.5061/dryad.98sf7m0wt,,10.5061/dryad.98sf7m0wt,10.1016/j.isci.2026.116445,,,4,https://doi.org/10.5061/dryad.98sf7m0wt,[],[],https://doi.org/10.5061/dryad.98sf7m0wt,https://doi.org/10.5061/dryad.98sf7m0wt,https://doi.org/10.5061/dryad.98sf7m0wt,https://doi.org/10.5061/dryad.98sf7m0wt,True,2026-08-01,checked_against_official_repository,official_api_file_listing_checked,not_run,dryad_rao_multiomics,Data and code from: Fatty acid metabolism reprograms immune microenvironment in retinal artery occlusion: Multi-Omics analysis highlights immunometabolic crosstalk,cc0,cc0,current_dataset,A current cataloged data product without a more specific structural role.,dryad_rao_multiomics,True
