record_id,canonical_name,official_source_url,dataset_identifier,deposit_version,source_archive_state,verification_result,download_completed,expected_bytes,downloaded_bytes,archive_member_count,archive_uncompressed_bytes,archive_integrity_confirmed,local_archive_sha256,source_checksum_available,temporary_dataset_files_retained,verification_date,notes
eye_disease_image_mendeley,Eye Disease Image Dataset,https://data.mendeley.com/datasets/s9bfhswzjb/1,s9bfhswzjb,1,available,complete_versioned_zip_verified,True,3939804873,3939804873,2,3940192439,True,f22e2d9d5120ddf0fa7d419c1a50a5552c1d2d0b328e8928f19f4305e18ae6a6,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
eyecatcher_visual_field,Eyecatcher Tablet-Based Visual Field Home-Monitoring Data,https://data.mendeley.com/datasets/swsfj47cxw/2,swsfj47cxw,2,available,complete_versioned_zip_verified,True,21074,21074,1,174735,True,d256d1aad5b75e3e2154e80a387f7decbbea97302981362b6e66dad1674bcbda,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
fimd,Fundus Image Myopia Development Dataset,https://data.mendeley.com/datasets/jkzsh6pcv4/1,jkzsh6pcv4,1,available,complete_versioned_zip_verified,True,152456326,152456326,3,152467426,True,75e1b14b2037dccac193d294ec37f631f77205f8e00c90a68ed100d3f02bdde1,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
fociset_pamm,FociSet PAMM OCT Lesion Dataset,https://data.mendeley.com/datasets/mkwxn7rjpm/2,mkwxn7rjpm,2,available,complete_versioned_zip_verified,True,55490480,55490480,1,55514014,True,a57418267d4e532c6b24033e8e915bffe815ddad78ffd03263a4657ba23d2a20,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
ghana_eye_screening,Eye Screening Data for First-Year University Students in Ghana,https://data.mendeley.com/datasets/mfv6sb5wyc/4,mfv6sb5wyc,4,available,complete_versioned_zip_verified,True,3466504,3466504,3,3582699,True,b576fe6a683cc76f2ca4434cf4c34b7f3fb3d65d750bfd088f32ce5269db19e7,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
hassan_composite_retina,Composite Retinal Fundus and OCT Dataset with Clinical Markings,https://data.mendeley.com/datasets/trghs22fpg/4,trghs22fpg,4,available,complete_versioned_zip_verified,True,1539361597,1539361597,1,1539330966,True,c6b2265dac8abffc313a44b5179a1186bbe688e9aed48b2e535a2764b72f90fa,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
leops_erg,LEOPs Light-Adapted Electroretinogram and Oscillatory Potentials Dataset,https://data.mendeley.com/datasets/w3yx7hdds7/1,w3yx7hdds7,1,available,complete_versioned_zip_verified,True,130584011,130584011,1,131403201,True,6d88933ebd653a750f0219721fb5b242bc7f421ef9e21fc879f9276b908b0e31,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_3_year_follow_up_optic_neuritis,a 3-year follow-up of optic neuritis phenotypes in Chinese cohort,https://data.mendeley.com/datasets/zvb55v8mzw,zvb55v8mzw,1,available,complete_versioned_zip_verified,True,23037,23037,1,103931,True,efdd0c508e877542cc09446e01b4dd1106bbbb35b146df2b0a1459e33a3199cb,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_adjuvant_ketorolac_dexamethasone_hypoxic_human_retinal,Adjuvant Ketorolac and Dexamethasone + Hypoxic Human Retinal Pigment Epithelium (RPE) and Endothelial Cells (HREC),https://data.mendeley.com/datasets/xzf382pby9,xzf382pby9,1,available,complete_versioned_zip_verified,True,6369,6369,4,8802,True,1fb729bd9647d8b68efea3771c76c8f02bd8e08d83561f9ef0bffc93314a9e8b,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_analysis_macular_pigment_carotenoids_human_blood,Analysis of macular pigment carotenoids in human blood serum of glaucoma patients as a measure of ocular health: A Raman spectroscopic study,https://data.mendeley.com/datasets/8pwpbcrjd8,8pwpbcrjd8,1,available,complete_versioned_zip_verified,True,9184269,9184269,1,9478954,True,4e47230e86ff9adbd598db7b45ece1f464e99d11f16febdbd9b348ddb4fa97a1,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_annotated_infant_fundus_images_object_detection,Annotated Infant Fundus Images for Object Detection of Key Structures (Optic Disk and Macula),https://data.mendeley.com/datasets/9kvk7nkhx6,9kvk7nkhx6,4,available,complete_versioned_zip_verified,True,1249251773,1249251773,3010,1294987375,True,b068b45498a0b7e2776e3eb56ef2d2884669c7c94cd79cb9b19cfc5cfe008900,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_anterior_segment_optical_coherence_tomography_angiography,Data for: Anterior Segment Optical Coherence Tomography Angiography Imaging of Conjunctiva and Intrasclera in Treated Primary Open-Angle Glaucoma,https://data.mendeley.com/datasets/tsh3xwbkkg,tsh3xwbkkg,2,available,complete_versioned_zip_verified,True,22455,22455,1,25625,True,6c74550ebdb7d6b85088cf07ffbd302deae173ef9a059151433e99eb7545f7b8,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_application_machine_learning_detecting_iron_deficiency,Application of Machine Learning in Detecting Iron Deficiency Anemia Using  Conjunctiva image Dataset from Ghana,https://data.mendeley.com/datasets/nt7r8hv2pz,nt7r8hv2pz,1,available,complete_versioned_zip_verified,True,45875429,45875429,4262,44395171,True,58ff8503fbb3d682e067c49b2871efcd4f3f58934fc078464b63e3752c7b7228,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_biochemical_parameters_tear_fluid_chemical_burns,Dataset of biochemical parameters of tear fluid in chemical burns,https://data.mendeley.com/datasets/zhk775h6n4,zhk775h6n4,1,available,complete_versioned_zip_verified,True,629556,629556,39,761620,True,157c04b6c0c1399f30ec8818a9e4c5a314efd4723651a96d4c96e41dab69e540,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_biomechanical_properties_adult_patients_high_myopia,"Biomechanical properties of adult patients with high myopia after implantable collamer lens (ICL, V4) implantation",https://data.mendeley.com/datasets/yry4r9y9v5,yry4r9y9v5,1,available,complete_versioned_zip_verified,True,320580,320580,3,327482,True,1a7bbc36355b2913d42e54c567a8b864b9b3e43f35a4eccd027ba6ab4ba1f5c8,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_blinking_its_relationship_ocular_surface_digital,Blinking and its relationship with the ocular surface and digital device use in school aged children ,https://data.mendeley.com/datasets/vyb5fv6ppp,vyb5fv6ppp,1,available,complete_versioned_zip_verified,True,41857,41857,1,44893,True,ddb121cd8e02618bedcc9c743a7d448ba1b2e88618c8495266dd6a1eabcb07cf,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_cell_types_human_retina_its_organoids,Cell types of the human retina and its organoids at single-cell resolution. Cowan et al,https://data.mendeley.com/datasets/sm67hr5bpm,sm67hr5bpm,1,available,complete_versioned_zip_verified,True,2634423250,2634423250,18,4570244984,True,2bdb1621183bcda18daed95910c477230997f0d36648ba12a0870d989dc45807,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_changes_retinal_photosensitivity_diabetic_retinopathy_therapy,Changes in retinal photosensitivity in diabetic retinopathy therapy,https://data.mendeley.com/datasets/tsf8b4yj3j,tsf8b4yj3j,1,available,complete_versioned_zip_verified,True,962083,962083,7,994859,True,036fed23b2356cc0562495f0b19d629c14314e3851569f4ff3b8476a0b6b326b,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_chemical_reprogramming_fibroblasts_into_functional_retinal,Chemical Reprogramming of Fibroblasts into Functional Retinal Pigment Epithelium Cells,https://data.mendeley.com/datasets/sg2rywwwxb,sg2rywwwxb,1,available,complete_versioned_zip_verified,True,800743764,800743764,13,802349559,True,7c910ba912ef408e3d22a3ca078435d4b8a564329310665e11a5045465a22962,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_clinical_application_cyanoacrylate_tissue_adhesive_pediatric,Clinical Application of Cyanoacrylate Tissue Adhesive in Pediatric Ophthalmic Emergency: A Randomized Controlled Study,https://data.mendeley.com/datasets/ctnygyvwt5,ctnygyvwt5,1,available,complete_versioned_zip_verified,True,24529,24529,1,25937,True,2ae544997c7af6b35d01bec74c518ad40aab493295aed52bd9265725fb6da345,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_clinical_assessment_scleral_canal_expansion_glaucoma,Data for: Clinical Assessment of Scleral Canal Expansion in Glaucoma Using Spectral Domain Optical Coherence Tomography,https://data.mendeley.com/datasets/7x3tgtskyj,7x3tgtskyj,2,available,complete_versioned_zip_verified,True,11108,11108,4,22494,True,b26e7c144ebd35150196c59a59b8baff7e2d003fdedd9e3396b067b12d171930,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_code_manuscript_fixational_eye_movements_as,Data and code for manuscript: Fixational eye movements as active sensation for high visual acuity,https://data.mendeley.com/datasets/p7dyyrfds6,p7dyyrfds6,2,available,complete_versioned_zip_verified,True,41689690,41689690,2894,42624472,True,a279e917f8a3b8a9a835ff26f1ab936e66bfe5e1b7d51d9bb72c5ac422d877f3,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_comparison_aqueous_humor_levels_plgf_vegf,Data for: Comparison of aqueous humor levels of PlGF and VEGF in proliferative diabetic retinopathy before and after intravitreal conbercept injection,https://data.mendeley.com/datasets/wtcc9fcjdy,wtcc9fcjdy,1,available,complete_versioned_zip_verified,True,186054,186054,2,342729,True,a2ba91f573dab3b6eb90f1d8eb04ffea2aaacb36f25cb1374ebe6327fed35690,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_comparison_cervical_ocular_vestibular_evoked_myogenic,Comparison of Cervical and Ocular Vestibular Evoked Myogenic Potentials Among Individuals with Hearing Impairment Aged 50–70 Years,https://data.mendeley.com/datasets/2jkhncb5kw,2jkhncb5kw,1,available,complete_versioned_zip_verified,True,20711,20711,2,25170,True,56105ddc9e509416734be8362100a7beb241d9dfc87a3be197211849bed74fd5,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_comparison_clinical_outcomes_visual_quality_visual,"Comparison of clinical outcomes, visual quality and visual function of two presbyopia-correcting intraocular lenses made from the same material, but with different design and optics",https://data.mendeley.com/datasets/y6n5k7s6f7,y6n5k7s6f7,1,available,complete_versioned_zip_verified,True,341499,341499,1,1366528,True,fae086d58a387a1c939e1572eb0eebfbaaf7a9cc60b9d03e455d59ee94d77de2,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_comparison_ocular_biometry_using_new_opticalcoherence,Comparison of ocular biometry using new OpticalCoherence Tomography-based Optical Biometer with Other Device. ,https://data.mendeley.com/datasets/kwv73shvxh,kwv73shvxh,1,available,complete_versioned_zip_verified,True,121470,121470,1,121048,True,2cde8b0f67a7d7e0016a18fbd6a468c4d7a24dbcded613e8382af0f35aebfe68,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_comparison_retinal_choroidal_vascular_changes_via,Comparison of retinal and choroidal vascular changes via optical coherence tomography angiography between Pseudoexfoliative glaucoma and Pseudoexfoliative syndrome and control group,https://data.mendeley.com/datasets/3m8fcfmp9j,3m8fcfmp9j,1,available,complete_versioned_zip_verified,True,16990,16990,1,18935,True,034ed19d79afcfa23bfa45bfdb931534d1c981aee5065039d103848513e64f8c,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_comparison_two_novel_comfilcon_contact_lens,Comparison of Two Novel Comfilcon A Contact Lens Designs in the Management of Computer Vision Syndrome: A Pilot Study ,https://data.mendeley.com/datasets/fnbxs7gb82,fnbxs7gb82,1,available,complete_versioned_zip_verified,True,49758,49758,1,73785,True,306cf22cb02415db1cab03c2aec81f59860663a5459d204246adac4b3e2d6aab,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_conjunctival_melanoma_detection_using_deep_learning,Conjunctival melanoma detection using deep learning in smartphone images,https://data.mendeley.com/datasets/t75wjsw6bw,t75wjsw6bw,2,available,complete_versioned_zip_verified,True,78861144,78861144,1,78867645,True,d89a606b04b0f59696cea896b5ca3f3eb8a2a02b3b19394c9bc17ab89fda2912,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_contrast_sensitivity_visual_acuity_multifocal_contact,Data for: Contrast sensitivity and visual acuity with multifocal contact lenses with high additions dedicated for myopia progression control ,https://data.mendeley.com/datasets/j5cw4wn23y,j5cw4wn23y,1,available,complete_versioned_zip_verified,True,22135,22135,1,25128,True,70b63d5f7c768f371f96a8565a671aec0f313f0ee3ab0776dd78ac31a374c6a9,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_corneal_higher_order_aberrations_stevens_johnson,Data for: Corneal Higher-order Aberrations in Stevens-Johnson Syndrome and Toxic Epidermal Necrolysis,https://data.mendeley.com/datasets/2k96xky4rf,2k96xky4rf,1,available,complete_versioned_zip_verified,True,261102,261102,1,263653,True,68f4bd5dd6eec0d4b4498e641e0f2c363f54b4d31e1cf966988b8c124809d7b6,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_corneal_refractive_parameters_age_patients_without,corneal refractive parameters with age in patients without corneal diseases based on Fourier analysis ,https://data.mendeley.com/datasets/yr8hbwmsvy,yr8hbwmsvy,1,available,complete_versioned_zip_verified,True,84806,84806,1,414621,True,053e372ac41287e76c3ef311c1e0a916cb1c7c7f77fdeb6ad4464691c52bf2f3,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_cost_effectiveness_limited_vitrectomy_vision_degrading,Data for: Cost Effectiveness of Limited Vitrectomy for Vision Degrading Myodesopsia,https://data.mendeley.com/datasets/487dpg7v38,487dpg7v38,1,available,complete_versioned_zip_verified,True,43557,43557,1,45909,True,acecc2ff99ed956469b860f5227dc5105b9479b726adb91880a016766dddbd45,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_cp_anemic_conjunctival_pallor_ghana,CP-AnemiC (A Conjunctival Pallor) Dataset from Ghana,https://data.mendeley.com/datasets/m53vz6b7fx,m53vz6b7fx,1,available,complete_versioned_zip_verified,True,8080717,8080717,1,8281392,True,6ce162ce85e8253d6b31eb23f7e7c092608316d252bc4db8e092de8ed1ca2a74,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_cust_iris,CUST-Iris,https://data.mendeley.com/datasets/3j6skjpsng,3j6skjpsng,2,available,complete_versioned_zip_verified,True,66837910,66837910,1,67766728,True,2f784b89cfe6789eb98e85d0bb03e0a3e3ce3606ab531fb3e0b280a87ccfd097,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_deep_learning_prediction_uncorrected_refractive_error,Deep Learning for the Prediction of Uncorrected Refractive Error using OCT,https://data.mendeley.com/datasets/89z7h5gnpw,89z7h5gnpw,2,available,complete_versioned_zip_verified,True,4938285,4938285,9,5790168,True,fb016380f5e270bfbe69411bb3f163014ce84fcd9c9c1997d11b2589cb4c4d3b,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_demographic_profile_clinical_characteristics_patients_presenting,Demographic profile and clinical characteristics of patients presenting with acute ocular burns,https://data.mendeley.com/datasets/hwnm88jyzg,hwnm88jyzg,1,available,complete_versioned_zip_verified,True,291360,291360,2,311066,True,9dc468f0daf6ae1987a1a5e2af135ec121c638c1ee63a53bcfa1e2b0c2355ddf,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_development_deep_learning_based_system_optic,Dataset for - Development of a Deep Learning-based system for Optic Nerve characterization in Transorbital Ultrasound Images on a multicenter dataset,https://data.mendeley.com/datasets/kw8gvp8m8x,kw8gvp8m8x,1,available,complete_versioned_zip_verified,True,6838621156,6838621156,1,6839479587,True,81dd9218928202f942e93e2fc73683c80aca83049a399a5bad28e381468b8db3,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_development_deep_learning_model_epiretinal_membrane,Development of a deep learning model for epiretinal membrane detection in fundus photography,https://data.mendeley.com/datasets/jrgntpv8b8,jrgntpv8b8,1,available,complete_versioned_zip_verified,True,1432114,1432114,20,1425750,True,4cb100362a34450bf0c86d9b71650dec23fcf7ad6b9c7f68b0a8af844315eee5,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_dex_combined_ppv_pdr,DEX combined PPV in PDR,https://data.mendeley.com/datasets/zcmpcczdhs,zcmpcczdhs,1,available,complete_versioned_zip_verified,True,180822,180822,4,265546,True,99c79e1e159a781ba77b6c284bfed80ca5e96722cb7618076f9d5fddd58e777e,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
