platform,stable_id,title,official_source_url,search_date,query_hits,source_terms,metadata_result,file_count,final_decision,canonical_record_id,canonical_record_ids,relationship_type,reason,decision_basis,review_date
dryad,10.5061/dryad.0cfxpnwcs,Stable and accurate orbital free density functional theory powered by machine learning,https://doi.org/10.5061/dryad.0cfxpnwcs,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.0fg8g9h,Data from: Conserved visual sensitivities across divergent lizard lineages that differ in an ultraviolet sexual signal,https://doi.org/10.5061/dryad.0fg8g9h,2026-08-01,"[""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.0gb5mkkxn,Data from: Presence of same sex kin promotes explorative behavior in subadult cichlid fish,https://doi.org/10.5061/dryad.0gb5mkkxn,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.0gb5mkm9b,Postural stability and optic flow sensitivity following sight restoration from congenital bilateral cataracts,https://doi.org/10.5061/dryad.0gb5mkm9b,2026-08-01,"[""cataract""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,existing_catalog_record,dryad_congenital_cataract_sight_restoration,"[""dryad_congenital_cataract_sight_restoration""]",,"Eleven named experiment tables, analysis scripts, demographics, and README form a distinct human visual-restoration dataset after congenital cataract surgery.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.0gb5mkmbc,A curated database of milky sea observations from 1600 to present,https://doi.org/10.5061/dryad.0gb5mkmbc,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.0kt87,Data from: Analysis of iris surface features in populations of diverse ancestry,https://doi.org/10.5061/dryad.0kt87,2026-08-01,"[""iris"", ""ophthalmology""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,existing_catalog_record,dryad_iris_surface_features,"[""dryad_iris_surface_features""]",,Individual human iris-feature records are directly reusable for iris biometrics and phenotype classification.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.0n5f66n,Data from: Spondyloarthritis in the Democratic Republic of the Congo: a prospective hospital based study,https://doi.org/10.5061/dryad.0n5f66n,2026-08-01,"[""uveitis""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.0p2ngf25g,Mechanisms of simultaneous linear and nonlinear computations at the mammalian cone photoreceptor synapse,https://doi.org/10.5061/dryad.0p2ngf25g,2026-08-01,"[""retina""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_nonhuman_or_nonhuman_derived,dryad_cone_synapse_computation,"[""dryad_cone_synapse_computation""]",screened_catalog_scope_exclusion,Mechanisms of simultaneous linear and nonlinear computations at the mammalian cone photoreceptor synapse is explicitly ground squirrel; no separable human participant or human-derived component is documented.,completed_dryad_human_model_use_review,2026-08-03
dryad,10.5061/dryad.0p2ngf2bd,Data from: The effect of sampling methods on the validity and reliability of the estimation of the orbital stability of human gait,https://doi.org/10.5061/dryad.0p2ngf2bd,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.0p7vm,Data from: Development of an extracorporeal perfusion device for small animal free flaps,https://doi.org/10.5061/dryad.0p7vm,2026-08-01,"[""angiography""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.0qk7f,Data from: Identification of genetic defects in 33 probands with Stargardt disease by WES based bioinformatics gene panel analysis,https://doi.org/10.5061/dryad.0qk7f,2026-08-01,"[""macular"", ""ophthalmic"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,existing_catalog_record,dryad_stargardt_wes,"[""dryad_stargardt_wes""]",,The 33-proband Stargardt variant table is a direct inherited-retinal-disease genomics resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.0vt4b8h0d,A historic global ground based monthly seasonal aerosol climatology based in AERONET data: a database 1993 2013,https://doi.org/10.5061/dryad.0vt4b8h0d,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.0vt4b8hbz,Data and code from: Sub surface deformation of individual fingerprint ridges during tactile interactions,https://doi.org/10.5061/dryad.0vt4b8hbz,2026-08-01,"[""\""optical coherence tomography\""""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_distinct_reusable_resource,,[],,"Paper, review, or software/code release without a distinct reusable eye-data resource.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.0zpc866zm,"A comparative study on the stability of the furfural molecule on the low index Ni, Pd and Pt surfaces",https://doi.org/10.5061/dryad.0zpc866zm,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.0zpc86769,Direct magnetic imaging of fractional Chern insulators in twisted MoTe2,https://doi.org/10.5061/dryad.0zpc86769,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.12751,Data from: Microsaccadic sampling of moving image information provides Drosophila hyperacute vision,https://doi.org/10.5061/dryad.12751,2026-08-01,"[""\""retinal image\"""", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.12jm63z04,Multivesicular Release LIF Spike Data,https://doi.org/10.5061/dryad.12jm63z04,2026-08-01,"[""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.12jm63z62,Melanopsin mediated amplification of cone signals in the human visual cortex,https://doi.org/10.5061/dryad.12jm63z62,2026-08-01,"[""retina"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.13bp2,Data from: Changing patterns of cataract services in North West Nigeria: 2005–2016,https://doi.org/10.5061/dryad.13bp2,2026-08-01,"[""cataract""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,existing_catalog_record,dryad_nigeria_cataract_services,"[""dryad_nigeria_cataract_services""]",,The documented Nigerian cataract-service survey is direct human ophthalmic epidemiology data.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.144h1s1,"Data from: Extraocular motoneuron pools develop along a dorsoventral axis in zebrafish, Danio rerio",https://doi.org/10.5061/dryad.144h1s1,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Zebrafish extraocular motoneuron developmental figure archives are basic neurodevelopmental research rather than a translational ocular resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.163mp,Data from: Rat retinal vasomotion assessed by laser speckle imaging,https://doi.org/10.5061/dryad.163mp,2026-08-01,"[""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_nonhuman_or_nonhuman_derived,dryad_retinal_vasomotion,"[""dryad_retinal_vasomotion""]",screened_catalog_scope_exclusion,Data from: Rat retinal vasomotion assessed by laser speckle imaging is explicitly rat; no separable human participant or human-derived component is documented.,completed_dryad_human_model_use_review,2026-08-03
dryad,10.5061/dryad.18931zd2t,Data for: Prediction in cultured cortical neural networks,https://doi.org/10.5061/dryad.18931zd2t,2026-08-01,"[""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.18931zd46,Additional morphometrical and ecological data collected during the 2018 expedition of the UMMZ in Nicaragua,https://doi.org/10.5061/dryad.18931zd46,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1c05010,Data from: Perceived shift of the centres of contracting and expanding optic flow fields: different biases in the lower right and upper right visual quadrants,https://doi.org/10.5061/dryad.1c05010,2026-08-01,"[""\""visual field\""""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1c59zw3sc,Data from: Insights in the diagnosis of a retinal arteriovenous malformation,https://doi.org/10.5061/dryad.1c59zw3sc,2026-08-01,"[""\""anterior segment\"""", ""angiography"", ""macular"", ""ophthalmology"", ""orbit"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_distinct_reusable_resource,,[],,"The deposit documents one 15-year-old case report with ophthalmic images, so it is an insufficiently characterized case supplement rather than a reusable cohort resource.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1d64r,Data from: Infection with Haemoproteus iwa affects vector movement in a hippoboscid fly – frigatebird system,https://doi.org/10.5061/dryad.1d64r,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1dm02,Data from: Identifying the core components of emotional intelligence: evidence from amplitude of low frequency fluctuations during resting state,https://doi.org/10.5061/dryad.1dm02,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1f1rc,Data from: Error robust modes of the retinal population code,https://doi.org/10.5061/dryad.1f1rc,2026-08-01,"[""retina"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Salamander retinal population coding is general visual neuroscience without a stated ophthalmic disease or translational imaging use.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1g1jwstzs,Comparison of allosteric signaling in DnaK and BiP using mutual information between simulated residue conformations,https://doi.org/10.5061/dryad.1g1jwstzs,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1g1jwsv8g,"Data from: North American barn swallows pair, mate, and interact assortatively",https://doi.org/10.5061/dryad.1g1jwsv8g,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1g1jwsv9d,Retinal calcium waves coordinate uniform tissue patterning of the Drosophila eye,https://doi.org/10.5061/dryad.1g1jwsv9d,2026-08-01,"[""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_distinct_reusable_resource,,[],,"Workbook set is organized solely as article figure panels, without a separately documented reusable data object.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1g23q,Data from: Diagnostic value of transthoracic echocardiography in patients with coarctation of aorta: the Chinese experience in 53 patients studied between 2008 and 2012 in one major medical center,https://doi.org/10.5061/dryad.1g23q,2026-08-01,"[""angiography""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1g6vm34,"Data from: Ophthalmologic evaluation of severely obese patients undergoing bariatric surgery: a pilot, monocentric, prospective, open label study",https://doi.org/10.5061/dryad.1g6vm34,2026-08-01,"[""\""optical coherence tomography\"""", ""macular"", ""ophthalmology"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,existing_catalog_record,dryad_bariatric_ophthalmology,"[""dryad_bariatric_ophthalmology""]",,Longitudinal human ophthalmic and OCT measurements in the bariatric cohort are directly reusable clinical data.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1gm77f6,Data from: Number of neighbors instead of group size significantly affects individual vigilance levels in large animal aggregations,https://doi.org/10.5061/dryad.1gm77f6,2026-08-01,"[""\""visual field\""""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1h272,Data from: The opsin genes of Amazonian cichlids,https://doi.org/10.5061/dryad.1h272,2026-08-01,"[""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1j1f3,Data from: Sexual dimorphism and retinal mosaic diversification following the evolution of a violet receptor in butterflies,https://doi.org/10.5061/dryad.1j1f3,2026-08-01,"[""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_distinct_reusable_resource,,[],,Retina term is not sufficient here to establish a distinct reusable eye-data resource from the supplied metadata.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1jwstqk8h,Supplementary data from: Early vertebrate biomineralisation and eye structure determined by synchrotron X ray analyses of Silurian jawless fish,https://doi.org/10.5061/dryad.1jwstqk8h,2026-08-01,"[""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_distinct_reusable_resource,,[],,"Deposit contains only a supplementary-information PDF and README for fossil research, not reusable ocular data.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1kf36,Data from: Dendritic network structure and dispersal affect temporal dynamics of diversity and species persistence,https://doi.org/10.5061/dryad.1kf36,2026-08-01,"[""glaucoma""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1kv63,Data from: Loss of reproductive output caused by an invasive species,https://doi.org/10.5061/dryad.1kv63,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1n50q,Data from: Axial myopia is associated with visual field prognosis of primary open angle glaucoma,https://doi.org/10.5061/dryad.1n50q,2026-08-01,"[""\""visual field\"""", ""glaucoma"", ""perimetry""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,existing_catalog_record,dryad_myopia_glaucoma_visual_field,"[""dryad_myopia_glaucoma_visual_field""]",,The 270-eye glaucoma visual-field dataset directly supports prognosis and progression analysis.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1pj40,Data from: A qualitative study exploring the health literacy issues in the care of Chinese American immigrants with diabetes,https://doi.org/10.5061/dryad.1pj40,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1qh4c,"Data from: The core planar cell polarity gene, Vangl2, directs adult corneal epithelial cell alignment and migration",https://doi.org/10.5061/dryad.1qh4c,2026-08-01,"[""cornea"", ""corneal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_distinct_reusable_resource,,[],,"Prism/figure files are paper-specific supporting materials, not a distinct corneal data resource.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1rn8pk0wz,"Functional and ecomorphological evolution of orbit shape in Mesozoic archosaurs is driven by body size and diet: Geometric morphometric data, 3D models (stl files), FEA models (Hypermesh, Abaqus files)",https://doi.org/10.5061/dryad.1rn8pk0wz,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1rn8pk11k,Data from: Current induced switching of a van der Waals ferromagnet at room temperature,https://doi.org/10.5061/dryad.1rn8pk11k,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1rn8pk13p,Supplementary data from: 2' O Galloylhyperin prevents tissue remodeling in thyroid eye disease: prospects as a thyrotropin receptor antagonist,https://doi.org/10.5061/dryad.1rn8pk13p,2026-08-01,"[""\""thyroid eye\"""", ""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_distinct_reusable_resource,,[],,A small generic Data.zip/README supplementary deposit does not identify a distinct reusable thyroid-eye-disease dataset beyond article support.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1v8kj,Data from: Nocturnality in Synapsids predates the origin of mammals by over 100 million years,https://doi.org/10.5061/dryad.1v8kj,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1vhhmgqp7,The functional organization of excitation and inhibition in the dendritic arbors of retinal direction selective ganglion cells,https://doi.org/10.5061/dryad.1vhhmgqp7,2026-08-01,"[""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_distinct_reusable_resource,,[],,Figure-source spreadsheets are article support files without a separately described reusable retinal resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.1zcrjdfq7,"Eye size and investment in frogs and toads correlate with adult habitat, activity pattern and breeding ecology",https://doi.org/10.5061/dryad.1zcrjdfq7,2026-08-01,"[""corneal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,"Anuran eye-size ecology is comparative morphology without a clear ophthalmic modality, disease mechanism, or clinical method use.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.21705km,Data from: Convergent evolution of body color between sympatric freshwater fishes via different visual sensory evolution,https://doi.org/10.5061/dryad.21705km,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_distinct_reusable_resource,,[],,"Files are phylogenetic contigs for fish colour evolution, not direct ocular measurements or annotations.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.224h5kr,Data from: Pest suppression in cultivar mixtures is influenced by neighbor specific plant plant communication,https://doi.org/10.5061/dryad.224h5kr,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.2280gb5qw,Data from: Are acute and acclimated thermal effects on metabolic rate modulated by cell size? A comparison between diploid and triploid zebrafish larvae,https://doi.org/10.5061/dryad.2280gb5qw,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.2306t,Data from: Shear induced orientational dynamics and spatial heterogeneity in suspensions of motile phytoplankton,https://doi.org/10.5061/dryad.2306t,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.23rj4pm,Data from: Bumblebee visual allometry results in locally improved resolution and globally improved sensitivity,https://doi.org/10.5061/dryad.23rj4pm,2026-08-01,"[""\""visual field\""""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Bumblebee visual allometry is comparative insect-eye ecology rather than an ophthalmic or translational ocular resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.245j1p8,Data from: Predicted tracking error triggers catch up saccades during smooth pursuit,https://doi.org/10.5061/dryad.245j1p8,2026-08-01,"[""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
