record_id,canonical_name,official_source_url,catalog_version,catalog_search_cutoff,quantity_review_date,available_nonprimary_quantities,reason
hassan_composite_retina,Composite Retinal Fundus and OCT Dataset with Clinical Markings,https://data.mendeley.com/datasets/trghs22fpg/4,0.6.0,2026-08-02,2026-08-02,"[{""count"": 64, ""evidence_basis"": ""associated_publication"", ""evidence_url"": ""https://doi.org/10.1016/B978-0-12-817438-8.00005-5"", ""exactness"": ""exact"", ""notes"": ""The count was not confirmed as the exact content of the cataloged Mendeley v4 archive."", ""primary"": false, ""review_date"": ""2026-08-01"", ""scope"": ""Fundus component described by the associated publication"", ""unit"": ""images""}, {""count"": 2497, ""evidence_basis"": ""associated_publication"", ""evidence_url"": ""https://doi.org/10.1016/B978-0-12-817438-8.00005-5"", ""exactness"": ""exact"", ""notes"": ""The count was not confirmed as the exact content of the cataloged Mendeley v4 archive."", ""primary"": false, ""review_date"": ""2026-08-01"", ""scope"": ""OCT component described by the associated publication"", ""unit"": ""b_scans""}]",No reproducible primary item count was exposed for the cataloged source version.
hesc_retinal_organoid_early_differentiation,hESC-Derived Retinal Organoid Early Differentiation Imaging Dataset,https://doi.org/10.6084/m9.figshare.30102802.v1,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
hesc_rpe_electrical_excitability,hESC-Derived RPE Electrical Excitability Dataset,https://doi.org/10.6084/m9.figshare.22246969.v2,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
hybridgaze,HybridGaze Dataset,https://www.kaggle.com/datasets/michachwesiuk/hybridgaze,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_3_year_follow_up_optic_neuritis,a 3-year follow-up of optic neuritis phenotypes in Chinese cohort,https://data.mendeley.com/datasets/zvb55v8mzw,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_adjuvant_ketorolac_dexamethasone_hypoxic_human_retinal,Adjuvant Ketorolac and Dexamethasone + Hypoxic Human Retinal Pigment Epithelium (RPE) and Endothelial Cells (HREC),https://data.mendeley.com/datasets/xzf382pby9,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_analysis_macular_pigment_carotenoids_human_blood,Analysis of macular pigment carotenoids in human blood serum of glaucoma patients as a measure of ocular health: A Raman spectroscopic study,https://data.mendeley.com/datasets/8pwpbcrjd8,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_annotated_infant_fundus_images_object_detection,Annotated Infant Fundus Images for Object Detection of Key Structures (Optic Disk and Macula),https://data.mendeley.com/datasets/9kvk7nkhx6,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_anterior_segment_optical_coherence_tomography_angiography,Data for: Anterior Segment Optical Coherence Tomography Angiography Imaging of Conjunctiva and Intrasclera in Treated Primary Open-Angle Glaucoma,https://data.mendeley.com/datasets/tsh3xwbkkg,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_application_machine_learning_detecting_iron_deficiency,Application of Machine Learning in Detecting Iron Deficiency Anemia Using  Conjunctiva image Dataset from Ghana,https://data.mendeley.com/datasets/nt7r8hv2pz,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_cell_types_human_retina_its_organoids,Cell types of the human retina and its organoids at single-cell resolution. Cowan et al,https://data.mendeley.com/datasets/sm67hr5bpm,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_changes_retinal_photosensitivity_diabetic_retinopathy_therapy,Changes in retinal photosensitivity in diabetic retinopathy therapy,https://data.mendeley.com/datasets/tsf8b4yj3j,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_chemical_reprogramming_fibroblasts_into_functional_retinal,Chemical Reprogramming of Fibroblasts into Functional Retinal Pigment Epithelium Cells,https://data.mendeley.com/datasets/sg2rywwwxb,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_clinical_application_cyanoacrylate_tissue_adhesive_pediatric,Clinical Application of Cyanoacrylate Tissue Adhesive in Pediatric Ophthalmic Emergency: A Randomized Controlled Study,https://data.mendeley.com/datasets/ctnygyvwt5,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_clinical_assessment_scleral_canal_expansion_glaucoma,Data for: Clinical Assessment of Scleral Canal Expansion in Glaucoma Using Spectral Domain Optical Coherence Tomography,https://data.mendeley.com/datasets/7x3tgtskyj,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_code_manuscript_fixational_eye_movements_as,Data and code for manuscript: Fixational eye movements as active sensation for high visual acuity,https://data.mendeley.com/datasets/p7dyyrfds6,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_comparison_aqueous_humor_levels_plgf_vegf,Data for: Comparison of aqueous humor levels of PlGF and VEGF in proliferative diabetic retinopathy before and after intravitreal conbercept injection,https://data.mendeley.com/datasets/wtcc9fcjdy,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_comparison_cervical_ocular_vestibular_evoked_myogenic,Comparison of Cervical and Ocular Vestibular Evoked Myogenic Potentials Among Individuals with Hearing Impairment Aged 50–70 Years,https://data.mendeley.com/datasets/2jkhncb5kw,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_comparison_clinical_outcomes_visual_quality_visual,"Comparison of clinical outcomes, visual quality and visual function of two presbyopia-correcting intraocular lenses made from the same material, but with different design and optics",https://data.mendeley.com/datasets/y6n5k7s6f7,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_comparison_ocular_biometry_using_new_opticalcoherence,Comparison of ocular biometry using new OpticalCoherence Tomography-based Optical Biometer with Other Device. ,https://data.mendeley.com/datasets/kwv73shvxh,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_comparison_retinal_choroidal_vascular_changes_via,Comparison of retinal and choroidal vascular changes via optical coherence tomography angiography between Pseudoexfoliative glaucoma and Pseudoexfoliative syndrome and control group,https://data.mendeley.com/datasets/3m8fcfmp9j,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_comparison_two_novel_comfilcon_contact_lens,Comparison of Two Novel Comfilcon A Contact Lens Designs in the Management of Computer Vision Syndrome: A Pilot Study ,https://data.mendeley.com/datasets/fnbxs7gb82,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_conjunctival_melanoma_detection_using_deep_learning,Conjunctival melanoma detection using deep learning in smartphone images,https://data.mendeley.com/datasets/t75wjsw6bw,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_contrast_sensitivity_visual_acuity_multifocal_contact,Data for: Contrast sensitivity and visual acuity with multifocal contact lenses with high additions dedicated for myopia progression control ,https://data.mendeley.com/datasets/j5cw4wn23y,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_corneal_higher_order_aberrations_stevens_johnson,Data for: Corneal Higher-order Aberrations in Stevens-Johnson Syndrome and Toxic Epidermal Necrolysis,https://data.mendeley.com/datasets/2k96xky4rf,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_cost_effectiveness_limited_vitrectomy_vision_degrading,Data for: Cost Effectiveness of Limited Vitrectomy for Vision Degrading Myodesopsia,https://data.mendeley.com/datasets/487dpg7v38,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_cp_anemic_conjunctival_pallor_ghana,CP-AnemiC (A Conjunctival Pallor) Dataset from Ghana,https://data.mendeley.com/datasets/m53vz6b7fx,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_deep_learning_prediction_uncorrected_refractive_error,Deep Learning for the Prediction of Uncorrected Refractive Error using OCT,https://data.mendeley.com/datasets/89z7h5gnpw,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_development_deep_learning_based_system_optic,Dataset for - Development of a Deep Learning-based system for Optic Nerve characterization in Transorbital Ultrasound Images on a multicenter dataset,https://data.mendeley.com/datasets/kw8gvp8m8x,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_development_deep_learning_model_epiretinal_membrane,Development of a deep learning model for epiretinal membrane detection in fundus photography,https://data.mendeley.com/datasets/jrgntpv8b8,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_difference_retinal_nerve_fiber_layer_thickness,Data for: Difference of the Retinal Nerve Fiber Layer Thickness Assessed on the Disc Center and Bruch’s Membrane Opening Center in Myopic Eyes,https://data.mendeley.com/datasets/dtz8wmt5xt,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_digital_holograms_rbcs_glaucoma_patients_healthy,Digital holograms of RBCs from the glaucoma patients and healthy controls,https://data.mendeley.com/datasets/tryd7r3wct,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_dme_classification_fundus_imaging_vision_transformers,DME Classification in Fundus Imaging with Vision Transformers and ETDRS-Guided Annotation,https://data.mendeley.com/datasets/sdcfn87pvs,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_dry_eye_symptoms_children_can_we,Dry eye symptoms in children: can we reliably measure them?,https://data.mendeley.com/datasets/h79366vw73,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_early_detection_glaucomatous_visual_field_progression,Data for: Early Detection of Glaucomatous Visual Field Progression Using Pointwise Linear Regression with Binomial Test in the Central 10 Degrees,https://data.mendeley.com/datasets/w34s5mhvpm,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_effect_adlay_seed_extract_on_level,Effect of Adlay Seed Extract on the Level of Neuroprotection Gene Expression in Human Nasal Orbital Mesenchymal Stem Cells ,https://data.mendeley.com/datasets/x7rcj9yz65,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_effect_central_hole_location_phakic_intraocular,Data for: Effect of Central Hole Location of Phakic Intraocular Lens on Visual Function under Progressive Headlight Glare Sources.,https://data.mendeley.com/datasets/jjknx3wbkf,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_effect_one_hour_smartphone_gaming_on,"The effect of one hour smartphone gaming on blinking, ocular symptoms and tear film function in school-aged children ",https://data.mendeley.com/datasets/zn64p6r992,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_effect_prednisone_plus_either_adalimumab_or,Effect of prednisone plus either adalimumab or cyclosporine on dermatological symptoms in Vogt-Koyanagi-Harada disease: systemic outcomes from a randomized trial,https://data.mendeley.com/datasets/yzv3mrvwf4,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_efficacy_combined_orthokeratology_0_01_atropine,Dataset for: Efficacy of combined orthokeratology and 0.01% atropine solution for slowing axial elongation in children with myopia: a 2-year randomised trial,https://data.mendeley.com/datasets/y58rh8bfkv,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_et_pd_vis_eye_tracking_visualization,ET_PD_VIS: Eye Tracking Visualization Dataset on Trail Making Test for Parkinson’s Disease Analysis ,https://data.mendeley.com/datasets/83htprx9y6,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_evaluation_dry_eye_severity_ocular_surface,Evaluation of dry eye severity and ocular surface inflammation in patients with pemphigus and pemphigoid,https://data.mendeley.com/datasets/zzgw9t9jsy,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_evaluation_refractive_visual_outcomes_as_well,"Evaluation of refractive and visual outcomes, as well as astigmatism-correcting efficiency and rotational stability of a double-loop haptic toric intraocular lens - a one-year follow-up",https://data.mendeley.com/datasets/r2v99nw7vg,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_fferg_reference_healthy_controls_university_eye,ffERG Reference Data from Healthy Controls (University Eye Hospital Tuebingen),https://data.mendeley.com/datasets/37wxt2ybvj,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_foveal_cone_photoreceptor_outer_segment_length,Foveal cone photoreceptor outer segment length and cone density,https://data.mendeley.com/datasets/89rykrg8j2,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_fundus_autofluorescence_premature_infants,Fundus Autofluorescence in Premature Infants,https://data.mendeley.com/datasets/k5jsssjtmz,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_fundus_mctn,Fundus dataset of MCTN,https://data.mendeley.com/datasets/spz4b8tbzt,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_hpsc_derived_photoreceptor_axon_extension_growth,hPSC-derived Photoreceptor Axon Extension and Growth Cone Motility Data Sets and Code,https://data.mendeley.com/datasets/cpy5j23354,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_human_foveal_cone_topography_preferred_retinal,Human foveal cone topography and preferred retinal locus of fixation,https://data.mendeley.com/datasets/9gkpxsmz23,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_human_mesenchymal_stem_cells_derived_adipose,Human mesenchymal stem cells derived from adipose tissue showed greater effect than from umbilical cord in promoting corneal graft survival through suppressing lymphangiogenesis,https://data.mendeley.com/datasets/bm45p4tcbz,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_hvdropdb_datasets_classification_segmentation_research_retinopathy,"HVDROPDB Datasets for Classification and Segmentation for Research in Retinopathy of Prematurity, Ranjana Agrawal",https://data.mendeley.com/datasets/xw5xc7xrmp,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_identification_human_retinal_stem_like_cells,Identification of Human Retinal Stem-Like Cells for Retina Regeneration,https://data.mendeley.com/datasets/s9wbscpsrs,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_imaging_retinal_choroidal_vasculature_using_spatio,Imaging the retinal and choroidal vasculature using Spatio-Temporal Optical Coherence Tomography (STOC-T),https://data.mendeley.com/datasets/j39vyvp8ny,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_interocular_retinal_nerve_fiber_layer_thickness,Interocular retinal nerve fiber layer thickness differences,https://data.mendeley.com/datasets/ss2nynfc8s,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_keratoconus_ukraine_children,Keratoconus Ukraine children ОХМАТДИТ ,https://data.mendeley.com/datasets/ydmxn3264h,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_long_term_results_using_gelatin_microfistulae,Long-term results using gelatin microfistulae (XEN) implantation in glaucoma surgery.,https://data.mendeley.com/datasets/7xjcbsmzzc,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_long_term_safety_efficacy_limited_vitrectomy,Data for: Long-Term Safety and Efficacy of Limited Vitrectomy for Vision Degrading Vitreopathy from Vitreous Floaters,https://data.mendeley.com/datasets/dnss5ttn73,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_micro_go_study_transcriptional_profiling_orbital,MICRO-GO study: transcriptional profiling of orbital tissues in Graves’ orbitopathy & microbiome composition,https://data.mendeley.com/datasets/mrvmsrn9r6,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_microvascular_changes_poag_after_npds,Microvascular changes in POAG after NPDS,https://data.mendeley.com/datasets/vc99wcmvk2,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_myopia_metal_mixture_exposure,Dataset: Myopia and Metal Mixture Exposure,https://data.mendeley.com/datasets/jgh7dxdwyy,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_neurophysiologic_ophthalmic_markers_chemotherapy_related_cognitive,Data for: Neurophysiologic and ophthalmic markers of chemotherapy-related cognitive impairment in patients diagnosed with hematologic cancer,https://data.mendeley.com/datasets/npt7rp69gm,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_nuclear_cataract_database_biomedical_machine_learning,Nuclear Cataract Database for Biomedical and Machine Learning Applications,https://data.mendeley.com/datasets/6wv33nbcvv,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_ocular_biometry, OCULAR BIOMETRY DATA,https://data.mendeley.com/datasets/4twnn4546j,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_ocular_sebaceous_neoplasms,Ocular sebaceous neoplasms,https://data.mendeley.com/datasets/xg9jcjn388,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_ocular_surface_disorders_affect_quality_life,Ocular Surface Disorders Affect Quality of Life in Patients with Autoimmune Blistering Skin Diseases: A Cross-Sectional Study,https://data.mendeley.com/datasets/73r8vrxksx,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
