record_id,canonical_name,primary_category,modalities,quantity_index,count,unit,scope,evidence_url,evidence_basis,primary,exactness,review_date,notes,catalog_version,catalog_search_cutoff
coph100,COph100: Comprehensive Infant Fundus Image Registration Dataset (RIDIRP),fundus,fundus,1,491,image_pairs,Registered infant fundus pairs,https://doi.org/10.6084/m9.figshare.27061084.v1,official_source_description,True,exact,2026-08-01,,0.7.0,2026-08-02
coph100,COph100: Comprehensive Infant Fundus Image Registration Dataset (RIDIRP),fundus,fundus,2,982,images,Images participating in 491 pairs,https://doi.org/10.6084/m9.figshare.27061084.v1,derived_from_reported_components,False,exact,2026-08-01,,0.7.0,2026-08-02
coph100,COph100: Comprehensive Infant Fundus Image Registration Dataset (RIDIRP),fundus,fundus,3,100,eyes,Source-described infant eyes,https://doi.org/10.6084/m9.figshare.27061084.v1,official_source_description,False,exact,2026-08-01,,0.7.0,2026-08-02
corn1500,CORN-1500: Corneal Nerve Tortuosity Grading,confocal,confocal,1,1500,images,Primary quantity reported in the reviewed catalog source,https://zenodo.org/records/5880419,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
corn_collection,CORN: Corneal Confocal Microscope Dataset Collection,confocal,confocal,1,12931,images,Sum of six source-described CORN subsets,https://zenodo.org/records/19689814,derived_from_reported_components,True,exact,2026-08-01,Includes the separately cataloged CORN1500 and CORN-Pro components and must not be added as an independent cohort total.,0.7.0,2026-08-02
corn_pro,CORN Pro: Corneal Nerve Confocal Microscopy Dataset,confocal,confocal,1,1120,images,Primary quantity reported in the reviewed catalog source,https://zenodo.org/records/14263883,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
corneal_curvature_fundus,Corneal Curvature Prediction Using Fundus Photography,fundus,fundus,1,150,images,Primary quantity reported in the reviewed catalog source,https://data.mendeley.com/datasets/bc2jfr7dv9/1,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
corneal_epithelium_confocal,Keratoconus Corneal Epithelium Confocal Fluorescence Dataset,confocal,confocal,1,7,participants,Keratoconus patients with both-eye measurements,https://data.mendeley.com/datasets/n3gky25brh/2,official_source_description,True,exact,2026-08-01,,0.7.0,2026-08-02
corneal_tomography_iol,Multi-Parameter Corneal Tomography Dataset for IOL Selection,tabular,tabular,1,61,eyes,One structured row per eye,https://data.mendeley.com/datasets/wddj7bh9p9/1,official_source_description,True,exact,2026-08-01,,0.7.0,2026-08-02
cornorb,CornOrb: Orbscan Corneal Topography and Clinical Annotations,corneal_topography,corneal_topography,1,1454,eyes,Rows in the current clinical-data table,https://zenodo.org/records/20542091,current_deposit_table,True,exact,2026-08-01,,0.7.0,2026-08-02
csc_fundus_segmentation,Central Serous Chorioretinopathy Fundus Segmentation Dataset,fundus,fundus,1,287,images,Primary quantity reported in the reviewed catalog source,https://data.mendeley.com/datasets/4k64fwnp4k/5,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
csdi,CSDI: Cataract Severity Diagnostic Image Dataset,fundus,fundus|text,1,187,images,Primary quantity reported in the reviewed catalog source,https://huggingface.co/datasets/RainyNight/CSDI,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
data_oct_fundus_glaucoma,Data on OCT and Fundus Images,multimodal,fundus|oct,1,50,images,Primary quantity reported in the reviewed catalog source,https://data.mendeley.com/datasets/2rnnz5nz74/2,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
ddr,DDR: Diabetic Retinopathy Detection & Grading,fundus,fundus,1,12522,images,Primary quantity reported in the reviewed catalog source,https://drive.google.com/drive/folders/1z6tSFmxW_aNayUqVxx6h6bY4kwGzUTEC,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
deepdrid,DeepDRiD: Diabetic Retinopathy Grading and Image Quality Dataset,fundus,fundus|uwf_fundus,1,2256,images,Primary quantity reported in the reviewed catalog source,https://zenodo.org/records/8248825,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
deepeyenet,DeepEyeNet (DEN): Fundus Report Generation Dataset,fundus,fundus|text,1,15709,images,Primary quantity reported in the reviewed catalog source,https://github.com/Jhhuangkay/DeepOpht-Medical-Report-Generation-for-Retinal-Images-via-Deep-Models-and-Visual-Explanation,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
dme_vqa,Diabetic Macular Edema Visual Question Answering Dataset,multimodal,fundus|text,1,13470,question_answer_pairs,"Train, validation, and test QA pairs",https://zenodo.org/records/6784358,derived_from_reported_components,True,exact,2026-08-01,,0.7.0,2026-08-02
dme_vqa,Diabetic Macular Edema Visual Question Answering Dataset,multimodal,fundus|text,2,679,images,"Train, validation, and test images",https://zenodo.org/records/6784358,derived_from_reported_components,False,exact,2026-08-01,,0.7.0,2026-08-02
dme_vqa_logical,DME VQA Dataset with Logical Relations,multimodal,fundus|text,1,13470,question_answer_pairs,DME VQA pairs with added logical relations,https://zenodo.org/records/7777849,official_source_description,True,exact,2026-08-01,The source states that this is the same DME VQA dataset with logical relations added.,0.7.0,2026-08-02
dme_vqa_logical,DME VQA Dataset with Logical Relations,multimodal,fundus|text,2,679,images,Parent DME VQA images reused by this extension,https://zenodo.org/records/7777849,official_source_description,False,exact,2026-08-01,These images overlap completely with dme_vqa.,0.7.0,2026-08-02
doomgan_ocular_morphs,DOOMGAN Ocular Morph-Attack Dataset,iris_biometrics,iris_biometrics|iris,1,10000,images,"Source reports 10,000 morphed PNG images.",https://huggingface.co/datasets/BharathK333/DOOMGAN-Ocular-Morphs,official_source_description,True,exact,2026-08-02,Source-stated quantity; repository file count is separate.,0.7.0,2026-08-02
drac22,DRAC 2022: Diabetic Retinopathy Analysis Challenge,octa,octa,1,174,images,Primary quantity reported in the reviewed catalog source,https://zenodo.org/records/10280359,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
dridb,DRiDB: Diabetic Retinopathy Image Database,fundus,fundus,1,50,images,Primary quantity reported in the reviewed catalog source,https://ipg.fer.hr/ipg/resources/image_database,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
drions_db,DRIONS-DB: Digital Retinal Images for Optic Nerve Segmentation,fundus,fundus,1,110,images,Primary quantity reported in the reviewed catalog source,https://www.ia.uned.es/~ejcarmona/DRIONS-DB.html,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
drishti_gs,DRISHTI-GS: Optic Disc and Cup Segmentation,fundus,fundus,1,101,images,Primary quantity reported in the reviewed catalog source,https://www.kaggle.com/datasets/lokeshsaipureddi/drishtigs-retina-dataset-for-onh-segmentation,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
drive,DRIVE: Digital Retinal Images for Vessel Extraction,fundus,fundus,1,40,images,Primary quantity reported in the reviewed catalog source,https://drive.grand-challenge.org/DRIVE/,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
drtid,DRTiD: Diabetic Retinopathy Two-field Image Dataset,fundus,fundus,1,3100,images,Primary quantity reported in the reviewed catalog source,https://github.com/FDU-VTS/DRTiD,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
dryad_amd_zinc_complement,AMD Zinc Complement Dataset,omics,omics|tabular,1,72,participants,Source-described AMD zinc study participants,https://doi.org/10.5061/dryad.3gq6t,official_source_description,True,exact,2026-08-01,Source-stated quantity; Dryad file count is separate metadata and is not a scientific sample count.,0.7.0,2026-08-02
dryad_aoslo_rpe,AOSLO RPE Cell Morphometry and Cone Mosaic Dataset,adaptive_optics,adaptive_optics,1,10,participants,Normal participants in the primary cohort,https://doi.org/10.5061/dryad.b41j15h,official_source_description,True,exact,2026-08-01,,0.7.0,2026-08-02
dryad_bariatric_ophthalmology,Bariatric Surgery Ophthalmic Evaluation Dataset,oct,oct|tabular,1,57,participants,Source-described severely obese ophthalmology cohort,https://doi.org/10.5061/dryad.1g6vm34,official_source_description,True,exact,2026-08-01,Source-stated quantity; Dryad file count is separate metadata and is not a scientific sample count.,0.7.0,2026-08-02
dryad_brvo_bevacizumab_multimodal,BRVO Bevacizumab Multimodal Dataset,multimodal,oct|fundus_angiography|electrophysiology,1,27,eyes,Source-described treatment-naive BRVO eyes,https://doi.org/10.5061/dryad.3cp54,official_source_description,True,exact,2026-08-01,Source-stated quantity; Dryad file count is separate metadata and is not a scientific sample count.,0.7.0,2026-08-02
dryad_congenital_glaucoma_wes,Identification of novel variants in LTBP2 and PXDN using whole-exome sequencing in developmental and congenital glaucoma,omics,omics|tabular,1,3,families,Source-stated primary resource quantity.,https://doi.org/10.5061/dryad.k7455,official_source_description,True,exact,2026-08-01,Current official Dryad metadata.,0.7.0,2026-08-02
dryad_cornea_oct_pentacam,Corneal OCT and Pentacam Tomography Dataset,multimodal,oct|corneal_topography,1,52,participants,Participant directories represented in the corneal OCT component of Dryad version 5,https://doi.org/10.5061/dryad.tht76hf0c,current_deposit_file_listing,True,exact,2026-08-01,,0.7.0,2026-08-02
dryad_cornea_oct_pentacam,Corneal OCT and Pentacam Tomography Dataset,multimodal,oct|corneal_topography,2,208,images,Corneal OCT TIFF files in Dryad version 5,https://doi.org/10.5061/dryad.tht76hf0c,current_deposit_file_listing,False,exact,2026-08-01,Four TIFF files occur in each of 52 participant directories.,0.7.0,2026-08-02
dryad_cornea_oct_pentacam,Corneal OCT and Pentacam Tomography Dataset,multimodal,oct|corneal_topography,3,102,records,Pentacam CSV tomography matrices in Dryad version 5,https://doi.org/10.5061/dryad.tht76hf0c,current_deposit_file_listing,False,exact,2026-08-01,,0.7.0,2026-08-02
dryad_cornea_oct_pentacam,Corneal OCT and Pentacam Tomography Dataset,multimodal,oct|corneal_topography,4,1,deposited_files,OCT_.zip in Dryad version 5,https://doi.org/10.5061/dryad.tht76hf0c,current_deposit_file_listing,False,exact,2026-08-01,,0.7.0,2026-08-02
dryad_corneal_laser_procedure,Corneal Laser Procedure for safety and efficacy in vision improvement,tabular,tabular,1,72,eyes,Source-stated primary resource quantity.,https://doi.org/10.5061/dryad.m905qfv2r,official_source_description,True,exact,2026-08-01,Current official Dryad metadata.,0.7.0,2026-08-02
dryad_crvo_vegf_tortuosity,CRVO Retinal Tortuosity and VEGF Dataset,tabular,tabular,1,32,eyes,Source-described central retinal vein occlusion eyes,https://doi.org/10.5061/dryad.5dn13,official_source_description,True,exact,2026-08-01,Source-stated quantity; Dryad file count is separate metadata and is not a scientific sample count.,0.7.0,2026-08-02
dryad_diabetes_retinal_capillary,Diabetes Retinal Capillary Rarefaction Dataset,fundus,fundus|tabular,1,73,participants,Source-described type 2 diabetes participant group,https://doi.org/10.5061/dryad.58791,official_source_description,True,exact,2026-08-01,Source-stated quantity; Dryad file count is separate metadata and is not a scientific sample count.,0.7.0,2026-08-02
dryad_diabetic_retinopathy_renal,Diabetic Retinopathy and Renal Function Dataset,tabular,tabular,1,413,participants,Source-described southern Chinese type 2 diabetes participants,https://doi.org/10.5061/dryad.6kg1sd7,official_source_description,True,exact,2026-08-01,Source-stated quantity; Dryad file count is separate metadata and is not a scientific sample count.,0.7.0,2026-08-02
dryad_dome_shaped_macula,Observational study of clinical characteristics of dome-shaped macula in Chinese Han with high myopia at Zhongshan Ophthalmic Center,tabular,tabular,1,1384,eyes,Source-stated primary resource quantity.,https://doi.org/10.5061/dryad.h544560,official_source_description,True,exact,2026-08-01,Current official Dryad metadata.,0.7.0,2026-08-02
dryad_dry_eye_nlrp3,Dry Eye NLRP3 Ocular Surface Dataset,omics,omics|tabular,1,150,participants,Source-described dry-eye and healthy control participants,https://doi.org/10.5061/dryad.7vn28,official_source_description,True,exact,2026-08-01,Source-stated quantity; Dryad file count is separate metadata and is not a scientific sample count.,0.7.0,2026-08-02
dryad_eye_care_quality_of_life,Utility index and vision related quality of life in patients awaiting specialist eye care,tabular,tabular,1,536,participants,Source-stated primary resource quantity.,https://doi.org/10.5061/dryad.h44j0zpv3,official_source_description,True,exact,2026-08-01,Current official Dryad metadata.,0.7.0,2026-08-02
dryad_functional_oct_alzheimer,Functional OCT Retinal Response Dataset,oct,oct,1,40,participants,Unique participant identifiers across the two deposited profile tables in Dryad version 6,https://doi.org/10.5061/dryad.msbcc2ftc,current_deposit_table,True,exact,2026-08-01,"The Experiment 2 table has four participants, three of whom also occur in the Experiments 1, 3, and 4 table.",0.7.0,2026-08-02
dryad_functional_oct_alzheimer,Functional OCT Retinal Response Dataset,oct,oct,2,1370,rows,Processed retinal-reflectivity profile rows across the two deposited tables,https://doi.org/10.5061/dryad.msbcc2ftc,current_deposit_table,False,exact,2026-08-01,,0.7.0,2026-08-02
dryad_functional_oct_alzheimer,Functional OCT Retinal Response Dataset,oct,oct,3,432,images,ANALYZE-format .img objects in the Dryad version 6 archive,https://doi.org/10.5061/dryad.msbcc2ftc,current_deposit_file_listing,False,exact,2026-08-01,"This file count includes raw, manually marked, flattened, and spatially normalized representations and is not an independent acquisition count.",0.7.0,2026-08-02
dryad_functional_oct_alzheimer,Functional OCT Retinal Response Dataset,oct,oct,4,1,deposited_files,RAR archive in Dryad version 6,https://doi.org/10.5061/dryad.msbcc2ftc,current_deposit_file_listing,False,exact,2026-08-01,,0.7.0,2026-08-02
dryad_functional_oct_alzheimer,Functional OCT Retinal Response Dataset,oct,oct,5,8,group_enrollments,Healthy young-adult experiment,https://doi.org/10.5061/dryad.msbcc2ftc,official_source_description,False,exact,2026-08-01,,0.7.0,2026-08-02
dryad_functional_oct_alzheimer,Functional OCT Retinal Response Dataset,oct,oct,6,3,group_enrollments,Aquaporin-4 antibody experiment,https://doi.org/10.5061/dryad.msbcc2ftc,official_source_description,False,exact,2026-08-01,,0.7.0,2026-08-02
dryad_functional_oct_alzheimer,Functional OCT Retinal Response Dataset,oct,oct,7,14,group_enrollments,Early-onset Alzheimer group,https://doi.org/10.5061/dryad.msbcc2ftc,official_source_description,False,exact,2026-08-01,,0.7.0,2026-08-02
dryad_functional_oct_alzheimer,Functional OCT Retinal Response Dataset,oct,oct,8,14,group_enrollments,Age-matched control group,https://doi.org/10.5061/dryad.msbcc2ftc,official_source_description,False,exact,2026-08-01,Group counts are not summed because cross-experiment overlap was not resolved.,0.7.0,2026-08-02
dryad_fungal_keratitis_cci,CCI.net fungal keratitis cases dataset,external_eye,external_eye,1,8697,images,Source-stated primary resource quantity.,https://doi.org/10.5061/dryad.8931zcrw5,official_source_description,True,exact,2026-08-01,Current official Dryad metadata.,0.7.0,2026-08-02
dryad_ga_biofeedback,Biofeedback fixation training in the rehabilitation of patients suffering from geographic atrophy,tabular,tabular,1,18,participants,Source-stated primary resource quantity.,https://doi.org/10.5061/dryad.ngf1vhj81,official_source_description,True,exact,2026-08-01,Current official Dryad metadata.,0.7.0,2026-08-02
dryad_gca_optic_nerve_dwi,GCA Optic Nerve Diffusion MRI Dataset,multimodal,orbital_mri|tabular,1,37,mri_scans,Diffusion-weighted MRI scans in the source-described GCA study,https://doi.org/10.5061/dryad.59zw3r2bk,official_source_description,True,exact,2026-08-01,Source-stated scientific quantity; deposit file count is recorded separately.,0.7.0,2026-08-02
dryad_gcc_glaucoma,Glaucoma Ganglion Cell Complex Clinical Dataset,tabular,tabular,1,406,eyes,Eye-level table rows,https://doi.org/10.5061/dryad.xwdbrv1tn,official_source_description,True,exact,2026-08-01,,0.7.0,2026-08-02
dryad_gcc_glaucoma,Glaucoma Ganglion Cell Complex Clinical Dataset,tabular,tabular,2,203,participants,Participants contributing 406 eye rows,https://doi.org/10.5061/dryad.xwdbrv1tn,official_source_description,False,exact,2026-08-01,,0.7.0,2026-08-02
dryad_glaucoma_rnfl_vf,RNFL and Visual-Field Glaucoma Diagnosis Dataset,tabular,tabular|visual_field,1,499,records,Primary quantity reported in the reviewed catalog source,https://doi.org/10.5061/dryad.q6ft5,legacy_catalog_field,True,not_assessed,2026-08-01,,0.7.0,2026-08-02
dryad_human_foveal_cones,Human foveal cone photoreceptor topography and its dependence on eye length,adaptive_optics,adaptive_optics|tabular,1,28,eyes,Source-stated primary resource quantity.,https://doi.org/10.5061/dryad.nh0fp1b,official_source_description,True,exact,2026-08-01,Current official Dryad metadata.,0.7.0,2026-08-02
