record_id,canonical_name,item,status,official_source_url,review_date,notes
corn_collection,CORN: Corneal Confocal Microscope Dataset Collection,CORN-3,upstream_not_cataloged_or_exact_mapping_unresolved,https://zenodo.org/records/19689814,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
corn_collection,CORN: Corneal Confocal Microscope Dataset Collection,CORN-Complex,upstream_not_cataloged_or_exact_mapping_unresolved,https://zenodo.org/records/19689814,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
fairvlmed,FairVLMed: Fair Vision-Language Medical Ophthalmic Dataset,rejected candidate,reviewed_not_a_data_relationship,https://huggingface.co/datasets/harvardairobotics/FairVLMed,2026-08-01,No official source statement supports the previous claim that FairVLMed and Harvard-FairVision use the same cohort.
fimd,Fundus Image Myopia Development Dataset,rejected candidate,reviewed_not_a_data_relationship,https://data.mendeley.com/datasets/jkzsh6pcv4/1,2026-08-01,FIMD follows the FIRE control-point annotation method but does not reuse FIRE images.
fundus_domain_generalization,Fundus Dataset for Domain Generalization in Optic Disc/Cup Segmentation,ORIGA,upstream_not_cataloged_or_exact_mapping_unresolved,https://zenodo.org/records/8009107,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
fundus_report_dataset,Fundus Report Dataset,OUWFD,upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/zzzzineun/fundus-report-dataset,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
hassan_composite_retina,Composite Retinal Fundus and OCT Dataset with Clinical Markings,Unresolved component-level provenance,upstream_not_cataloged_or_exact_mapping_unresolved,https://data.mendeley.com/datasets/trghs22fpg/4,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
hpmi,HPMI: High & Pathological Myopia Identification,rejected candidate,reviewed_not_a_data_relationship,https://doi.org/10.6084/m9.figshare.24800232,2026-08-01,HPMI is compared with or described as complementary to PALM; no shared images are documented.
intraretinal_cystoid_fluid,Intraretinal Cystoid Fluid OCT Segmentation Dataset,200 newly collected Institute of Ophthalmology test images,upstream_not_cataloged_or_exact_mapping_unresolved,https://www.kaggle.com/datasets/zeeshanahmed13/intraretinal-cystoid-fluid,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
justraigs,JustRAIGS: Just Referral AI Glaucoma Screening Dataset,rejected candidate,reviewed_not_a_data_relationship,https://zenodo.org/records/10035093,2026-08-01,"EyePACS LLC supplied the JustRAIGS images, but this does not identify them as the cataloged EyePACS diabetic-retinopathy competition data."
lmod_plus,LMOD+ Multimodal Ophthalmology Benchmark,Harvard FairSeg,upstream_not_cataloged_or_exact_mapping_unresolved,https://kfzyqin.github.io/lmod_plus/,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
lmod_plus,LMOD+ Multimodal Ophthalmology Benchmark,CAU001,upstream_not_cataloged_or_exact_mapping_unresolved,https://kfzyqin.github.io/lmod_plus/,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
lmod_plus,LMOD+ Multimodal Ophthalmology Benchmark,CatDet2,upstream_not_cataloged_or_exact_mapping_unresolved,https://kfzyqin.github.io/lmod_plus/,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
lmod_plus,LMOD+ Multimodal Ophthalmology Benchmark,ORIGA,upstream_not_cataloged_or_exact_mapping_unresolved,https://kfzyqin.github.io/lmod_plus/,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
maples_dr,MAPLES-DR: Montreal Annotation Project for DR,Original MESSIDOR,upstream_not_cataloged_or_exact_mapping_unresolved,https://doi.org/10.6084/m9.figshare.24328660,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
maples_dr,MAPLES-DR: Montreal Annotation Project for DR,rejected candidate,reviewed_not_a_data_relationship,https://doi.org/10.6084/m9.figshare.24328660,2026-08-01,MAPLES-DR uses original MESSIDOR images; the cataloged MESSIDOR-2 record is not substituted for that source.
mbrset,mBRSET: Mobile Brazilian Retinal Dataset,rejected candidate,reviewed_not_a_data_relationship,https://physionet.org/content/mbrset/1.0/,2026-08-01,mBRSET and BRSET were collected in different states with different cameras and are not treated as the same cohort.
mm_retinal_reason,MM-Retinal-Reason: Ophthalmology Multimodal Reasoning Dataset,ARIA,upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
mm_retinal_reason,MM-Retinal-Reason: Ophthalmology Multimodal Reasoning Dataset,ORIGA,upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
mm_retinal_reason,MM-Retinal-Reason: Ophthalmology Multimodal Reasoning Dataset,Original MESSIDOR,upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
mm_retinal_reason,MM-Retinal-Reason: Ophthalmology Multimodal Reasoning Dataset,Retina (ambiguous source label),upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
mm_retinal_reason,MM-Retinal-Reason: Ophthalmology Multimodal Reasoning Dataset,DR1-2,upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
mm_retinal_reason,MM-Retinal-Reason: Ophthalmology Multimodal Reasoning Dataset,ScarDat,upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
mm_retinal_reason,MM-Retinal-Reason: Ophthalmology Multimodal Reasoning Dataset,MPOS,upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
mm_retinal_reason,MM-Retinal-Reason: Ophthalmology Multimodal Reasoning Dataset,Glaucoma detection (ambiguous source label),upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
multieye,MultiEYE: OCT-Enhanced Fundus Multi-Disease Benchmark,MMC-AMD,upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/Luxuriant16/MultiEYE,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
multieye,MultiEYE: OCT-Enhanced Fundus Multi-Disease Benchmark,1000Fundus39Cat,upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/Luxuriant16/MultiEYE,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
multieye,MultiEYE: OCT-Enhanced Fundus Multi-Disease Benchmark,ARIA,upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/Luxuriant16/MultiEYE,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
mured,MuReD: Multi-label Retinal Diseases Dataset,ARIA,upstream_not_cataloged_or_exact_mapping_unresolved,https://data.mendeley.com/datasets/pc4mb3h8hz/1,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
ochid,OCHID: OCT Choroidal Image Dataset,rejected candidate,reviewed_not_a_data_relationship,https://imed.nimte.ac.cn/OCHID.html,2026-08-01,CORN and ROSE appear in navigation on the same project site; this is not evidence that OCHID reuses their data.
ocular_chat_vqa,OcularChat-VQA: AREDS-Derived Patient-Physician Dialogue Dataset,AREDS,upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/ncbi/OcularChat-VQA,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
ophora,Ophora-160K: Ophthalmic Surgical Video Instruction Dataset,Public YouTube ophthalmic narrative videos,upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/General-Medical-AI/Ophora-160K,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
ophora,Ophora-160K: Ophthalmic Surgical Video Instruction Dataset,rejected candidate,reviewed_not_a_data_relationship,https://huggingface.co/datasets/General-Medical-AI/Ophora-160K,2026-08-01,Ophora uses public narrative videos and is not documented as a derivative of OphNet2024.
periorbital_segmentation,Open-Source Periorbital Segmentation Dataset,Chicago Face Database,upstream_not_cataloged_or_exact_mapping_unresolved,https://doi.org/10.5281/zenodo.13916845,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
periorbital_segmentation,Open-Source Periorbital Segmentation Dataset,CelebAMask-HQ,upstream_not_cataloged_or_exact_mapping_unresolved,https://doi.org/10.5281/zenodo.13916845,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
rao_fundus,RAO Retinal Artery Occlusion Fundus Photography Dataset,Public web images,upstream_not_cataloged_or_exact_mapping_unresolved,https://data.mendeley.com/datasets/5428684j44/1,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
riga_plus,RIGA+ Domain Adaptation Dataset,Original MESSIDOR,upstream_not_cataloged_or_exact_mapping_unresolved,https://zenodo.org/records/6325549,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
riga_plus,RIGA+ Domain Adaptation Dataset,rejected candidate,reviewed_not_a_data_relationship,https://zenodo.org/records/6325549,2026-08-01,"RIGA+ cites original MESSIDOR, not MESSIDOR-2, so no edge to messidor2 is asserted."
sics155,SICS-155 Small Incision Cataract Surgery Videos,rejected candidate,reviewed_not_a_data_relationship,https://zenodo.org/records/19482928,2026-08-01,"The SICS-155 source compares its phases with Cataract-101, CATARACTS, and CaDIS but describes a distinct recruited cohort."
smdg,SMDG-19: Standardized Multi-channel Glaucoma Benchmark,CRFO-v4,upstream_not_cataloged_or_exact_mapping_unresolved,https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
smdg,SMDG-19: Standardized Multi-channel Glaucoma Benchmark,DR-HAGIS,upstream_not_cataloged_or_exact_mapping_unresolved,https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
smdg,SMDG-19: Standardized Multi-channel Glaucoma Benchmark,LES-AV,upstream_not_cataloged_or_exact_mapping_unresolved,https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
smdg,SMDG-19: Standardized Multi-channel Glaucoma Benchmark,ORIGA-light,upstream_not_cataloged_or_exact_mapping_unresolved,https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
smdg,SMDG-19: Standardized Multi-channel Glaucoma Benchmark,sjchoi86-HRF,upstream_not_cataloged_or_exact_mapping_unresolved,https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
smdg,SMDG-19: Standardized Multi-channel Glaucoma Benchmark,rejected candidate,reviewed_not_a_data_relationship,https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset,2026-08-01,"EyePACS-AIROGS is mapped to airogs, not to the cataloged diabetic-retinopathy eyepacs record."
syn_oct,SYN-OCT Synthetic Glaucoma OCT Dataset,Private Singapore source scans,upstream_not_cataloged_or_exact_mapping_unresolved,https://doi.org/10.5281/zenodo.17151869,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
trend2_fundus,TREND2 Chronic Disease Portable Fundus Dataset,TREND project relationship without documented sample overlap,upstream_not_cataloged_or_exact_mapping_unresolved,https://zenodo.org/records/7678656,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
ubiris_v2,UBIRIS.v2 Noisy Visible-Wavelength Iris Database,UBIRIS.v1,upstream_not_cataloged_or_exact_mapping_unresolved,https://iris.di.ubi.pt/index.html,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
ut_fsocta,UTHealth Fundus and Synthetic OCTA Dataset,rejected candidate,reviewed_not_a_data_relationship,https://zenodo.org/records/6476639,2026-08-01,UT-FSOCTA uses the ROSE algorithm for processing; it does not state that ROSE dataset images were reused.
x_pcr,X-PCR Ophthalmology Progressive Clinical Reasoning Benchmark,APTOS FFA 2023,upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/Fantasy666/X-PCR,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
x_pcr,X-PCR Ophthalmology Progressive Clinical Reasoning Benchmark,EyesPhotos,upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/Fantasy666/X-PCR,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
x_pcr,X-PCR Ophthalmology Progressive Clinical Reasoning Benchmark,Retina (ambiguous source label),upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/Fantasy666/X-PCR,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
x_pcr,X-PCR Ophthalmology Progressive Clinical Reasoning Benchmark,RetCam source labeled images,upstream_not_cataloged_or_exact_mapping_unresolved,https://huggingface.co/datasets/Fantasy666/X-PCR,2026-08-01,Preserved outside the catalog graph; no target record was invented or substituted.
x_pcr,X-PCR Ophthalmology Progressive Clinical Reasoning Benchmark,rejected candidate,reviewed_not_a_data_relationship,https://huggingface.co/datasets/Fantasy666/X-PCR,2026-08-01,The source label APTOS FFA 2023 is distinct from APTOS2019; only the separately labeled APTOS2019 rows are mapped to aptos2019.
