record_id,canonical_name,official_source_url,catalog_version,catalog_search_cutoff,quantity_review_date,available_nonprimary_quantities,reason
dryad_mouse_pupil_masking_retinal_deg,Pupil and masking responses to light as functional measures of retinal degeneration in mice Mus Musculus,https://doi.org/10.5061/dryad.9kd51c5g5,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_nhp_trachoma_immunity,Nonhuman Primate Trachoma Immune Dataset,https://doi.org/10.5061/dryad.69p8cz982,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_nigeria_cataract_services,Nigeria Cataract Services Dataset,https://doi.org/10.5061/dryad.13bp2,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_ocular_gvhd_mouse,Ocular graft vs host disease mouse model,https://doi.org/10.5061/dryad.k6djh9w8z,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_ocular_surface_amr,Ocular Surface AMR Keratitis Dataset,https://doi.org/10.5061/dryad.6t1g1jx9s,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_optic_neuritis_metacontrast,Dichoptic metacontrast masking functions to infer transmission delay in optic neuritis,https://doi.org/10.5061/dryad.cp4j7,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_pediatric_secondary_iol,Pediatric Secondary IOL Outcome Dataset,https://doi.org/10.5061/dryad.5t9d1,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_pk0p2ngzh,Morphometric analysis of retinal ganglionic cells (3D confocal images) analyzed using filament tracer from Imaris software,https://doi.org/10.5061/dryad.pk0p2ngzh,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_pk31jt2,Data from: Low incidence of choroidal neovascularization following subthreshold diode micropulse laser (SDM) in high-risk AMD,https://doi.org/10.5061/dryad.pk31jt2,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_pnvx0k6hv,Time trends and associated factors of axial length in 4 and 5 year-olds children in Shanghai from 2013 to 2019,https://doi.org/10.5061/dryad.pnvx0k6hv,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_preeclampsia_ocular_octa,Plane wave ultrasound and OCT angiography of the eye in preeclampsia,https://doi.org/10.5061/dryad.j0zpc86kg,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_primate_on_dsgc,Primate ON Direction-Selective Ganglion Cell Dataset,https://doi.org/10.5061/dryad.47d7wm3kx,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_prpf31_gene_augmentation,Gene augmentation prevents retinal degeneration in a CRISPR/Cas9-based mouse model of PRPF31 retinitis pigmentosa,https://doi.org/10.5061/dryad.bcc2fqzf1,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_pzgmsbcfw,Anti-vegf therapy in diabetic macular oedema patients over four years,https://doi.org/10.5061/dryad.pzgmsbcfw,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_pzgmsbcmk,Two-photon calcium recordings of cones,https://doi.org/10.5061/dryad.pzgmsbcmk,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_q6rv0kz3,Asymmetric retinal direction tuning predicts optokinetic eye movements across stimulus conditions,https://doi.org/10.7272/q6rv0kz3,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_q6w37t8b,10x Lacrimal Gland scRNA seq data matrix,https://doi.org/10.7272/q6w37t8b,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_q83bk3jnw,Disease parameters following ocular herpes simplex virus type 1 infection are similar in male and female BALB/C mice,https://doi.org/10.5061/dryad.q83bk3jnw,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_r4xgxd2nt,Restoration of cone circuit functionality in the regenerating adult zebrafish retina,https://doi.org/10.5061/dryad.r4xgxd2nt,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_r7sqv9sqs,Deletion in CACNA1F gene causes X-linked progressive retinal atrophy in English Cocker Spaniel dogs,https://doi.org/10.5061/dryad.r7sqv9sqs,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_rao_multiomics,Data and code from: Fatty acid metabolism reprograms immune microenvironment in retinal artery occlusion: Multi-Omics analysis highlights immunometabolic crosstalk,https://doi.org/10.5061/dryad.98sf7m0wt,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_retinal_explant_metabolomics,NMR spectroscopy-based metabolomics of organotypic retinal explants,https://doi.org/10.5061/dryad.c2fqz61hr,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_retinal_pufa_aging_mouse,Retinal polyunsaturated fatty acid supplementation reverses aging-related vision decline in mice,https://doi.org/10.5061/dryad.gxd25480h,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_rhesus_maculopathy_metabolomics,Rhesus Maculopathy Metabolomics Dataset,https://doi.org/10.5061/dryad.7pvmcvf8d,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_rn8pk0p70,Socioeconomic status and decreasing incidence of ocular injuries in Bosnia and Herzegovina,https://doi.org/10.5061/dryad.rn8pk0p70,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_rn8pk0pmm,The c.119-123dup5bp mutation in human gamma-C-crystallin destabilizes the protein and activates the unfolded protein response to cause highly variable cataracts,https://doi.org/10.5061/dryad.rn8pk0pmm,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_rod_cone_dystrophy_genes,Rod-Cone Dystrophy Gene Association Dataset,https://doi.org/10.5061/dryad.59zw3r2b7,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_rop_plane_wave_doppler,ROP Plane-Wave Doppler Dataset,https://doi.org/10.5061/dryad.612jm649r,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_rpgr_cone_rod_wes,RPGR Cone-Rod Dystrophy WES Dataset,https://doi.org/10.5061/dryad.5qfttdz5d,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_rs2qp,Data from: Inhibition decorrelates visual feature representations in the inner retina,https://doi.org/10.5061/dryad.rs2qp,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_rv15dv4bv,Late gene therapy limits the restoration of retinal function in a mouse model of retinitis pigmentosa,https://doi.org/10.5061/dryad.rv15dv4bv,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_s1rn8pkhb,Transcriptional responses in a mouse model of silicone wire embolization induced acute retinal artery Ischemia and Reperfusion,https://doi.org/10.5061/dryad.s1rn8pkhb,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_sf7m0cggh,Robust semi-automatic vessel tracing in the human retinal image by an instance segmentation neural network,https://doi.org/10.5061/dryad.sf7m0cggh,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_shanghai_myopia_2014_2018,"Age-related change of axial length, spherical equivalent, prevalence of myopia and high myopia in school-age children in Shanghai: 2014 to 2018",https://doi.org/10.5061/dryad.c2fqz615c,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_spata7_canine_retinal_degeneration,Canine SPATA7 Retinal Degeneration Dataset,https://doi.org/10.5061/dryad.3tx95x6n6,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_subretinal_fibrosis_adora2a,Inactivation of adenosine receptor 2A suppresses endothelial-to-mesenchymal transition and inhibits subretinal fibrosis in mice,https://doi.org/10.5061/dryad.hx3ffbgmv,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_tb2rbp0cq,Serial block face scanning electron micrographs of mouse outer retina,https://doi.org/10.5061/dryad.tb2rbp0cq,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_tb_uveitis_ifn,Type 1 interferon-inducible gene expression in QuantiFERON Gold TB-positive uveitis: a tool to stratify a high versus low risk of active tuberculosis?,https://doi.org/10.5061/dryad.8jk03jd,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_tdz08kq8t,"Sphingosine-1-phosphate signaling regulates the ability of Müller glia to become neurogenic, proliferating progenitor-like cells",https://doi.org/10.5061/dryad.tdz08kq8t,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_v6wwpzh1b,Data from: Micropulse transscleral cyclophotocoagulation results in secondary glaucoma,https://doi.org/10.5061/dryad.v6wwpzh1b,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_v9p0b,Data from: Retinal capillary rarefaction in patients with untreated mild-moderate hypertension,https://doi.org/10.5061/dryad.v9p0b,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_vkh_apoe,VKH APOE Transcriptomics and Proteomics Dataset,https://doi.org/10.5061/dryad.37pvmcvzx,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_vq83bk3s8,Spatially displaced excitation contributes to the encoding of interrupted motion by the retinal direction-selective circuit,https://doi.org/10.5061/dryad.vq83bk3s8,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_vx0k6djwf,Amacrine cells differentially balance zebrafish colour circuits in the central and peripheral retina,https://doi.org/10.5061/dryad.vx0k6djwf,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_w3r228143,Photoreceptor loss does not recruit neutrophils despite strong microglial activation,https://doi.org/10.5061/dryad.w3r228143,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_wdbrv15rj,Natural disease history of a canine model of oligogenic RPGRIP1-cone-rod dystrophy establishes variable effects of previously and newly mapped modifier loci,https://doi.org/10.5061/dryad.wdbrv15rj,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_wstqjq2n5,Data from: Spectral inference reveals principal cone-integration rules of the zebrafish inner retina,https://doi.org/10.5061/dryad.wstqjq2n5,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_x95x69pmq,Robust cone-mediated signaling persists late into rod photoreceptor degeneration,https://doi.org/10.5061/dryad.x95x69pmq,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_xpnvx0kb6,"Data from: Oxidative stress in the retina and retinal pigment epithelium (RPE): role of aging, and DJ-1",https://doi.org/10.5061/dryad.xpnvx0kb6,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_xwdbrv1kd,GTPBP2 in-frame deletion in a canine model with progressive retinal degeneration,https://doi.org/10.5061/dryad.xwdbrv1kd,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_z08kprrk3,Data from: A naturally occurring canine model of syndromic congenital microphthalmia,https://doi.org/10.5061/dryad.z08kprrk3,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_z08kprrk6,Frameshift variant in AMPD2 in Cirneco dell’ Etna with retinopathy and tremors,https://doi.org/10.5061/dryad.z08kprrk6,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_z8w9ghxpp,ApoM-bound S1P acts via endothelial S1PR1 to suppress choroidal neovascularization and vascular leak,https://doi.org/10.5061/dryad.z8w9ghxpp,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_zebrafish_crystallin_lens,Zebrafish Crystallin Cataract Lens-Image Dataset,https://doi.org/10.5061/dryad.f4qrfj730,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_zebrafish_rpe_phagocytosis,Zebrafish RPE Phagocytosis Dataset,https://doi.org/10.5061/dryad.76hdr7t64,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_zebrafish_thrb_photoreceptors,Thyroid hormone receptor beta mutations alter photoreceptor development and function in Danio rerio (zebrafish),https://doi.org/10.5061/dryad.msbcc2fvr,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_zkh1893nt,Glaucoma-associated optineurin mutations increase transcellular degradation of mitochondria in a vertebrate optic nerve,https://doi.org/10.5061/dryad.zkh1893nt,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
dryad_zs7h44jd9,Data for: Impact of alpha crystallin loss on zebrafish lens development,https://doi.org/10.5061/dryad.zs7h44jd9,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
external_eye_blepharitis,External Eye Photographs for Screening Referable Blepharitis,https://data.mendeley.com/datasets/bp37vw4z8d/1,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
hassan_composite_retina,Composite Retinal Fundus and OCT Dataset with Clinical Markings,https://data.mendeley.com/datasets/trghs22fpg/4,0.4.0,2026-08-01,2026-08-01,"[{""count"": 64, ""evidence_basis"": ""associated_publication"", ""evidence_url"": ""https://doi.org/10.1016/B978-0-12-817438-8.00005-5"", ""exactness"": ""exact"", ""notes"": ""The count was not confirmed as the exact content of the cataloged Mendeley v4 archive."", ""primary"": false, ""review_date"": ""2026-08-01"", ""scope"": ""Fundus component described by the associated publication"", ""unit"": ""images""}, {""count"": 2497, ""evidence_basis"": ""associated_publication"", ""evidence_url"": ""https://doi.org/10.1016/B978-0-12-817438-8.00005-5"", ""exactness"": ""exact"", ""notes"": ""The count was not confirmed as the exact content of the cataloged Mendeley v4 archive."", ""primary"": false, ""review_date"": ""2026-08-01"", ""scope"": ""OCT component described by the associated publication"", ""unit"": ""b_scans""}]",No reproducible primary item count was exposed for the cataloged source version.
rao_fundus,RAO Retinal Artery Occlusion Fundus Photography Dataset,https://data.mendeley.com/datasets/5428684j44/2,0.4.0,2026-08-01,2026-08-01,[],No reproducible primary item count was exposed for the cataloged source version.
thyroid_ophthalmopathy_external,Thyroid Ophthalmopathy External Ocular Images,https://data.mendeley.com/datasets/z7ys7r4bdn/2,0.4.0,2026-08-01,2026-08-01,"[{""count"": 2, ""evidence_basis"": ""current_deposit_file_listing"", ""evidence_url"": ""https://data.mendeley.com/datasets/z7ys7r4bdn/2"", ""exactness"": ""exact"", ""notes"": ""The source does not report the number of photographs inside dataset.zip."", ""primary"": false, ""review_date"": ""2026-08-01"", ""scope"": ""Artifacts listed by the current Mendeley v2 deposit"", ""unit"": ""deposited_files""}]",No reproducible primary item count was exposed for the cataloged source version.
