record_id,canonical_name,provider,official_source_url,dataset_identifier,catalog_deposit_version,observed_deposit_version,version_matches_catalog,listing_result,expected_file_count,expected_bytes,source_checksums_available,notes
fociset_pamm,FociSet PAMM OCT Lesion Dataset,mendeley,https://data.mendeley.com/datasets/mkwxn7rjpm/2,mkwxn7rjpm,2,2,True,official_archive_route_confirmed,,55490480,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
ghana_eye_screening,Eye Screening Data for First-Year University Students in Ghana,mendeley,https://data.mendeley.com/datasets/mfv6sb5wyc/4,mfv6sb5wyc,4,4,True,official_archive_route_confirmed,,3466504,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
hassan_composite_retina,Composite Retinal Fundus and OCT Dataset with Clinical Markings,mendeley,https://data.mendeley.com/datasets/trghs22fpg/4,trghs22fpg,4,4,True,official_archive_route_confirmed,,1539361597,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
leops_erg,LEOPs Light-Adapted Electroretinogram and Oscillatory Potentials Dataset,mendeley,https://data.mendeley.com/datasets/w3yx7hdds7/1,w3yx7hdds7,1,1,True,official_archive_route_confirmed,,130584011,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_3_year_follow_up_optic_neuritis,a 3-year follow-up of optic neuritis phenotypes in Chinese cohort,mendeley,https://data.mendeley.com/datasets/zvb55v8mzw,zvb55v8mzw,1,1,True,official_archive_route_confirmed,,23037,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_adjuvant_ketorolac_dexamethasone_hypoxic_human_retinal,Adjuvant Ketorolac and Dexamethasone + Hypoxic Human Retinal Pigment Epithelium (RPE) and Endothelial Cells (HREC),mendeley,https://data.mendeley.com/datasets/xzf382pby9,xzf382pby9,1,1,True,official_archive_route_confirmed,,6369,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_analysis_macular_pigment_carotenoids_human_blood,Analysis of macular pigment carotenoids in human blood serum of glaucoma patients as a measure of ocular health: A Raman spectroscopic study,mendeley,https://data.mendeley.com/datasets/8pwpbcrjd8,8pwpbcrjd8,1,1,True,official_archive_route_confirmed,,9184269,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_annotated_infant_fundus_images_object_detection,Annotated Infant Fundus Images for Object Detection of Key Structures (Optic Disk and Macula),mendeley,https://data.mendeley.com/datasets/9kvk7nkhx6,9kvk7nkhx6,4,4,True,official_archive_route_confirmed,,1249251773,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_anterior_segment_optical_coherence_tomography_angiography,Data for: Anterior Segment Optical Coherence Tomography Angiography Imaging of Conjunctiva and Intrasclera in Treated Primary Open-Angle Glaucoma,mendeley,https://data.mendeley.com/datasets/tsh3xwbkkg,tsh3xwbkkg,2,2,True,official_archive_route_confirmed,,22455,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_application_machine_learning_detecting_iron_deficiency,Application of Machine Learning in Detecting Iron Deficiency Anemia Using  Conjunctiva image Dataset from Ghana,mendeley,https://data.mendeley.com/datasets/nt7r8hv2pz,nt7r8hv2pz,1,1,True,official_archive_route_confirmed,,45875429,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_biochemical_parameters_tear_fluid_chemical_burns,Dataset of biochemical parameters of tear fluid in chemical burns,mendeley,https://data.mendeley.com/datasets/zhk775h6n4,zhk775h6n4,1,1,True,official_archive_route_confirmed,,629556,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_biomechanical_properties_adult_patients_high_myopia,"Biomechanical properties of adult patients with high myopia after implantable collamer lens (ICL, V4) implantation",mendeley,https://data.mendeley.com/datasets/yry4r9y9v5,yry4r9y9v5,1,1,True,official_archive_route_confirmed,,320580,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_blinking_its_relationship_ocular_surface_digital,Blinking and its relationship with the ocular surface and digital device use in school aged children ,mendeley,https://data.mendeley.com/datasets/vyb5fv6ppp,vyb5fv6ppp,1,1,True,official_archive_route_confirmed,,41857,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_cell_types_human_retina_its_organoids,Cell types of the human retina and its organoids at single-cell resolution. Cowan et al,mendeley,https://data.mendeley.com/datasets/sm67hr5bpm,sm67hr5bpm,1,1,True,official_archive_route_confirmed,,2634423250,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_changes_retinal_photosensitivity_diabetic_retinopathy_therapy,Changes in retinal photosensitivity in diabetic retinopathy therapy,mendeley,https://data.mendeley.com/datasets/tsf8b4yj3j,tsf8b4yj3j,1,1,True,official_archive_route_confirmed,,962083,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_chemical_reprogramming_fibroblasts_into_functional_retinal,Chemical Reprogramming of Fibroblasts into Functional Retinal Pigment Epithelium Cells,mendeley,https://data.mendeley.com/datasets/sg2rywwwxb,sg2rywwwxb,1,1,True,official_archive_route_confirmed,,800743764,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_clinical_application_cyanoacrylate_tissue_adhesive_pediatric,Clinical Application of Cyanoacrylate Tissue Adhesive in Pediatric Ophthalmic Emergency: A Randomized Controlled Study,mendeley,https://data.mendeley.com/datasets/ctnygyvwt5,ctnygyvwt5,1,1,True,official_archive_route_confirmed,,24529,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_clinical_assessment_scleral_canal_expansion_glaucoma,Data for: Clinical Assessment of Scleral Canal Expansion in Glaucoma Using Spectral Domain Optical Coherence Tomography,mendeley,https://data.mendeley.com/datasets/7x3tgtskyj,7x3tgtskyj,2,2,True,official_archive_route_confirmed,,11108,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_code_manuscript_fixational_eye_movements_as,Data and code for manuscript: Fixational eye movements as active sensation for high visual acuity,mendeley,https://data.mendeley.com/datasets/p7dyyrfds6,p7dyyrfds6,2,2,True,official_archive_route_confirmed,,41689690,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_comparison_aqueous_humor_levels_plgf_vegf,Data for: Comparison of aqueous humor levels of PlGF and VEGF in proliferative diabetic retinopathy before and after intravitreal conbercept injection,mendeley,https://data.mendeley.com/datasets/wtcc9fcjdy,wtcc9fcjdy,1,1,True,official_archive_route_confirmed,,186054,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_comparison_cervical_ocular_vestibular_evoked_myogenic,Comparison of Cervical and Ocular Vestibular Evoked Myogenic Potentials Among Individuals with Hearing Impairment Aged 50–70 Years,mendeley,https://data.mendeley.com/datasets/2jkhncb5kw,2jkhncb5kw,1,1,True,official_archive_route_confirmed,,20711,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_comparison_clinical_outcomes_visual_quality_visual,"Comparison of clinical outcomes, visual quality and visual function of two presbyopia-correcting intraocular lenses made from the same material, but with different design and optics",mendeley,https://data.mendeley.com/datasets/y6n5k7s6f7,y6n5k7s6f7,1,1,True,official_archive_route_confirmed,,341499,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_comparison_ocular_biometry_using_new_opticalcoherence,Comparison of ocular biometry using new OpticalCoherence Tomography-based Optical Biometer with Other Device. ,mendeley,https://data.mendeley.com/datasets/kwv73shvxh,kwv73shvxh,1,1,True,official_archive_route_confirmed,,121470,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_comparison_retinal_choroidal_vascular_changes_via,Comparison of retinal and choroidal vascular changes via optical coherence tomography angiography between Pseudoexfoliative glaucoma and Pseudoexfoliative syndrome and control group,mendeley,https://data.mendeley.com/datasets/3m8fcfmp9j,3m8fcfmp9j,1,1,True,official_archive_route_confirmed,,16990,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_comparison_two_novel_comfilcon_contact_lens,Comparison of Two Novel Comfilcon A Contact Lens Designs in the Management of Computer Vision Syndrome: A Pilot Study ,mendeley,https://data.mendeley.com/datasets/fnbxs7gb82,fnbxs7gb82,1,1,True,official_archive_route_confirmed,,49758,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_conjunctival_melanoma_detection_using_deep_learning,Conjunctival melanoma detection using deep learning in smartphone images,mendeley,https://data.mendeley.com/datasets/t75wjsw6bw,t75wjsw6bw,2,2,True,official_archive_route_confirmed,,78861144,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_contrast_sensitivity_visual_acuity_multifocal_contact,Data for: Contrast sensitivity and visual acuity with multifocal contact lenses with high additions dedicated for myopia progression control ,mendeley,https://data.mendeley.com/datasets/j5cw4wn23y,j5cw4wn23y,1,1,True,official_archive_route_confirmed,,22135,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_corneal_higher_order_aberrations_stevens_johnson,Data for: Corneal Higher-order Aberrations in Stevens-Johnson Syndrome and Toxic Epidermal Necrolysis,mendeley,https://data.mendeley.com/datasets/2k96xky4rf,2k96xky4rf,1,1,True,official_archive_route_confirmed,,261102,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_corneal_refractive_parameters_age_patients_without,corneal refractive parameters with age in patients without corneal diseases based on Fourier analysis ,mendeley,https://data.mendeley.com/datasets/yr8hbwmsvy,yr8hbwmsvy,1,1,True,official_archive_route_confirmed,,84806,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_cost_effectiveness_limited_vitrectomy_vision_degrading,Data for: Cost Effectiveness of Limited Vitrectomy for Vision Degrading Myodesopsia,mendeley,https://data.mendeley.com/datasets/487dpg7v38,487dpg7v38,1,1,True,official_archive_route_confirmed,,43557,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_cp_anemic_conjunctival_pallor_ghana,CP-AnemiC (A Conjunctival Pallor) Dataset from Ghana,mendeley,https://data.mendeley.com/datasets/m53vz6b7fx,m53vz6b7fx,1,1,True,official_archive_route_confirmed,,8080717,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_cust_iris,CUST-Iris,mendeley,https://data.mendeley.com/datasets/3j6skjpsng,3j6skjpsng,2,2,True,official_archive_route_confirmed,,66837910,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_deep_learning_prediction_uncorrected_refractive_error,Deep Learning for the Prediction of Uncorrected Refractive Error using OCT,mendeley,https://data.mendeley.com/datasets/89z7h5gnpw,89z7h5gnpw,2,2,True,official_archive_route_confirmed,,4938285,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_demographic_profile_clinical_characteristics_patients_presenting,Demographic profile and clinical characteristics of patients presenting with acute ocular burns,mendeley,https://data.mendeley.com/datasets/hwnm88jyzg,hwnm88jyzg,1,1,True,official_archive_route_confirmed,,291360,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_development_deep_learning_based_system_optic,Dataset for - Development of a Deep Learning-based system for Optic Nerve characterization in Transorbital Ultrasound Images on a multicenter dataset,mendeley,https://data.mendeley.com/datasets/kw8gvp8m8x,kw8gvp8m8x,1,1,True,official_archive_route_confirmed,,6838621156,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_development_deep_learning_model_epiretinal_membrane,Development of a deep learning model for epiretinal membrane detection in fundus photography,mendeley,https://data.mendeley.com/datasets/jrgntpv8b8,jrgntpv8b8,1,1,True,official_archive_route_confirmed,,1432114,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_dex_combined_ppv_pdr,DEX combined PPV in PDR,mendeley,https://data.mendeley.com/datasets/zcmpcczdhs,zcmpcczdhs,1,1,True,official_archive_route_confirmed,,180822,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_difference_retinal_nerve_fiber_layer_thickness,Data for: Difference of the Retinal Nerve Fiber Layer Thickness Assessed on the Disc Center and Bruch’s Membrane Opening Center in Myopic Eyes,mendeley,https://data.mendeley.com/datasets/dtz8wmt5xt,dtz8wmt5xt,1,1,True,official_archive_route_confirmed,,5457,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_digital_holograms_rbcs_glaucoma_patients_healthy,Digital holograms of RBCs from the glaucoma patients and healthy controls,mendeley,https://data.mendeley.com/datasets/tryd7r3wct,tryd7r3wct,3,3,True,official_archive_route_confirmed,,4656786686,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_dme_classification_fundus_imaging_vision_transformers,DME Classification in Fundus Imaging with Vision Transformers and ETDRS-Guided Annotation,mendeley,https://data.mendeley.com/datasets/sdcfn87pvs,sdcfn87pvs,1,1,True,official_archive_route_confirmed,,1053540233,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_dry_eye_symptoms_children_can_we,Dry eye symptoms in children: can we reliably measure them?,mendeley,https://data.mendeley.com/datasets/h79366vw73,h79366vw73,1,1,True,official_archive_route_confirmed,,36954,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_early_detection_glaucomatous_visual_field_progression,Data for: Early Detection of Glaucomatous Visual Field Progression Using Pointwise Linear Regression with Binomial Test in the Central 10 Degrees,mendeley,https://data.mendeley.com/datasets/w34s5mhvpm,w34s5mhvpm,1,1,True,official_archive_route_confirmed,,81660,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_effect_adlay_seed_extract_on_level,Effect of Adlay Seed Extract on the Level of Neuroprotection Gene Expression in Human Nasal Orbital Mesenchymal Stem Cells ,mendeley,https://data.mendeley.com/datasets/x7rcj9yz65,x7rcj9yz65,1,1,True,official_archive_route_confirmed,,178781,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_effect_central_hole_location_phakic_intraocular,Data for: Effect of Central Hole Location of Phakic Intraocular Lens on Visual Function under Progressive Headlight Glare Sources.,mendeley,https://data.mendeley.com/datasets/jjknx3wbkf,jjknx3wbkf,1,1,True,official_archive_route_confirmed,,14757,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_effect_one_hour_smartphone_gaming_on,"The effect of one hour smartphone gaming on blinking, ocular symptoms and tear film function in school-aged children ",mendeley,https://data.mendeley.com/datasets/zn64p6r992,zn64p6r992,1,1,True,controlled_access_required,,,0,The official public snapshot marks this record as confidential. Users must complete the source-specific controlled-access process.
mendeley_effect_prednisone_plus_either_adalimumab_or,Effect of prednisone plus either adalimumab or cyclosporine on dermatological symptoms in Vogt-Koyanagi-Harada disease: systemic outcomes from a randomized trial,mendeley,https://data.mendeley.com/datasets/yzv3mrvwf4,yzv3mrvwf4,1,1,True,official_archive_route_confirmed,,225732,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_effects_implantable_collamer_lens_icl_implantation,The effects of implantable collamer lens ICL implantation in high myopia patients’ mental health,mendeley,https://data.mendeley.com/datasets/t6pmbvkvtd,t6pmbvkvtd,2,2,True,official_archive_route_confirmed,,82300,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_efficacy_combined_orthokeratology_0_01_atropine,Dataset for: Efficacy of combined orthokeratology and 0.01% atropine solution for slowing axial elongation in children with myopia: a 2-year randomised trial,mendeley,https://data.mendeley.com/datasets/y58rh8bfkv,y58rh8bfkv,7,7,True,official_archive_route_confirmed,,106903,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_electrooculography_eog_blink_analysis_ocular_fatigue,Electrooculography (EOG) Dataset for Blink Analysis and Ocular Fatigue Detection,mendeley,https://data.mendeley.com/datasets/w7hm97cts5,w7hm97cts5,2,2,True,official_archive_route_confirmed,,2716217,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_et_pd_vis_eye_tracking_visualization,ET_PD_VIS: Eye Tracking Visualization Dataset on Trail Making Test for Parkinson’s Disease Analysis ,mendeley,https://data.mendeley.com/datasets/83htprx9y6,83htprx9y6,1,1,True,official_archive_route_confirmed,,72222368,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_evaluation_dry_eye_severity_ocular_surface,Evaluation of dry eye severity and ocular surface inflammation in patients with pemphigus and pemphigoid,mendeley,https://data.mendeley.com/datasets/zzgw9t9jsy,zzgw9t9jsy,1,1,True,official_archive_route_confirmed,,23020,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_evaluation_refractive_visual_outcomes_as_well,"Evaluation of refractive and visual outcomes, as well as astigmatism-correcting efficiency and rotational stability of a double-loop haptic toric intraocular lens - a one-year follow-up",mendeley,https://data.mendeley.com/datasets/r2v99nw7vg,r2v99nw7vg,1,1,True,official_archive_route_confirmed,,29702,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_exome_sequencing_clec3b,Exome sequencing data for CLEC3B,mendeley,https://data.mendeley.com/datasets/xcw5x5z49r,xcw5x5z49r,1,1,True,source_blocked_by_author,,,0,The official public snapshot returned HTTP 451 and reports that access is blocked at the author's request.
mendeley_fferg_reference_healthy_controls_university_eye,ffERG Reference Data from Healthy Controls (University Eye Hospital Tuebingen),mendeley,https://data.mendeley.com/datasets/37wxt2ybvj,37wxt2ybvj,1,1,True,official_archive_route_confirmed,,39651,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_foveal_cone_photoreceptor_outer_segment_length,Foveal cone photoreceptor outer segment length and cone density,mendeley,https://data.mendeley.com/datasets/89rykrg8j2,89rykrg8j2,1,1,True,official_archive_route_confirmed,,7196525899,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_fundus_autofluorescence_premature_infants,Fundus Autofluorescence in Premature Infants,mendeley,https://data.mendeley.com/datasets/k5jsssjtmz,k5jsssjtmz,1,1,True,official_archive_route_confirmed,,286765293,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_fundus_mctn,Fundus dataset of MCTN,mendeley,https://data.mendeley.com/datasets/spz4b8tbzt,spz4b8tbzt,1,1,True,official_archive_route_confirmed,,81493400,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_hpsc_derived_photoreceptor_axon_extension_growth,hPSC-derived Photoreceptor Axon Extension and Growth Cone Motility Data Sets and Code,mendeley,https://data.mendeley.com/datasets/cpy5j23354,cpy5j23354,1,1,True,official_archive_route_confirmed,,1735502,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_human_foveal_cone_topography_preferred_retinal,Human foveal cone topography and preferred retinal locus of fixation,mendeley,https://data.mendeley.com/datasets/9gkpxsmz23,9gkpxsmz23,1,1,True,official_archive_route_confirmed,,14217597,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_human_mesenchymal_stem_cells_derived_adipose,Human mesenchymal stem cells derived from adipose tissue showed greater effect than from umbilical cord in promoting corneal graft survival through suppressing lymphangiogenesis,mendeley,https://data.mendeley.com/datasets/bm45p4tcbz,bm45p4tcbz,1,1,True,official_archive_route_confirmed,,12771788,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_hvdropdb_datasets_classification_segmentation_research_retinopathy,"HVDROPDB Datasets for Classification and Segmentation for Research in Retinopathy of Prematurity, Ranjana Agrawal",mendeley,https://data.mendeley.com/datasets/xw5xc7xrmp,xw5xc7xrmp,3,3,True,official_archive_route_confirmed,,549276271,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
